site_id,brand,location_id,state,state_name,city,name,truck_parking_spaces,has_coordinate,weigh_scale,showers,disposition,reason
0292,TA Express,6292,AZ,Arizona,White Hills,TA Express White Hills,67,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0293,TA Express,6293,TX,Texas,Carthage,TA Express Carthage,76,true,,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0301,Petro,6301,TX,Texas,El Paso,Petro El Paso,290,true,y,15,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0302,Petro,6302,TX,Texas,Weatherford,Petro Weatherford,275,true,y,16,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0303,Petro,6303,WY,Wyoming,Laramie,Petro Laramie,236,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0304,Petro,6304,TX,Texas,Beaumont,Petro Beaumont,275,true,y,13,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0305,Petro,6305,TX,Texas,San Antonio,Petro San Antonio,250,true,y,13,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0306,Petro,6306,AZ,Arizona,Casa Grande,Petro Eloy,175,true,y,10,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0307,Petro,6307,TX,Texas,Amarillo,Petro Amarillo,280,true,y,22,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0308,Petro,6308,LA,Louisiana,Shreveport,Petro Shreveport,218,true,y,15,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0309,Petro,6309,CA,California,Corning,Petro Corning,120,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0310,Petro,6310,LA,Louisiana,Hammond,Petro Hammond,200,true,y,12,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0311,Petro,6311,AR,Arkansas,West Memphis,Petro W. Memphis,280,true,y,17,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0312,Petro,6312,TN,Tennessee,Knoxville,Petro Knoxville,250,true,y,13,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0313,Petro,6313,NM,New Mexico,Milan,Petro Milan,200,true,y,13,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0314,Petro,6314,NJ,New Jersey,Bordentown,Petro Bordentown,490,true,y,20,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0315,Petro,6315,AZ,Arizona,Kingman,Petro Kingman,280,true,y,17,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0316,Petro,6316,OK,Oklahoma,Oklahoma City,Petro Oklahoma City,280,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0317,Petro,6317,OH,Ohio,Perrysburg,Petro Perrysburg,375,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0318,Petro,6318,MO,Missouri,Kingdom City,Petro Kingdom City,235,true,y,15,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0319,Petro,6319,AL,Alabama,McCalla,Petro Bucksville,255,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0320,Petro,6320,OH,Ohio,Girard,Petro Girard,323,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0321,Petro,6321,IL,Illinois,Effingham,Petro Effingham,212,true,y,19,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0322,Petro,6322,GA,Georgia,Atlanta,Petro Atlanta,411,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0323,Petro,6323,FL,Florida,Reddick,Petro Ocala,270,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0324,Petro,6324,OR,Oregon,Phoenix,Petro Phoenix,87,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0325,Petro,6325,OH,Ohio,North Baltimore,Petro North Baltimore,250,true,y,10,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0326,Petro,6326,AR,Arkansas,North Little Rock,Petro N. Little Rock,250,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0327,Petro,6327,CA,California,Lebec,Petro Wheeler Ridge,415,true,y,19,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0329,Petro,6329,NC,North Carolina,Mebane,Petro Mebane,285,true,y,19,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0330,Petro,6330,KY,Kentucky,Glendale,Petro Glendale,263,true,y,19,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0331,Petro,6331,NV,Nevada,North Las Vegas,Petro North Las Vegas,207,true,y,16,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0333,TA,6333,TX,Texas,Hillsboro,TA Hillsboro,201,true,y,10,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0336,Petro,6336,PA,Pennsylvania,Carlisle,Petro Carlisle,380,true,y,20,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0338,Petro,6338,NV,Nevada,Sparks,Petro Sparks,400,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0339,Petro,6339,WA,Washington,Spokane,Petro Spokane,200,true,y,11,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0344,Petro,6344,GA,Georgia,Kingsland,Petro Kingsland,136,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0346,Petro,6346,CA,California,Santa Nella,Petro Santa Nella,124,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0349,Petro,6349,TN,Tennessee,Kingston Springs,Petro Kingston Springs,68,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0350,TA Express,6350,TX,Texas,Canutillo,TA Express Vinton,65,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0352,Petro,6352,AL,Alabama,Gadsden,Petro Gadsden,162,true,y,9,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0354,Petro,6354,MO,Missouri,Joplin,Petro Joplin,465,true,y,18,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0357,Petro,6357,OH,Ohio,New Paris,Petro New Paris,197,true,y,13,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0359,Petro,6359,IL,Illinois,Rochelle,Petro Rochelle,350,true,,16,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0361,Petro,6361,ND,North Dakota,Fargo,Petro Fargo,209,true,,10,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0362,Petro,6362,NE,Nebraska,York,Petro York,250,true,y,16,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0367,Petro,6367,IL,Illinois,Monee,Petro Monee,90,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0369,Petro,6369,IN,Indiana,Gary,Petro Gary,405,true,y,15,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0371,Petro,6371,NY,New York,Waterloo,Petro Waterloo,221,true,y,18,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0372,Petro,6372,VA,Virginia,Glade Spring,Petro Glade Spring,280,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0376,Petro,6376,IN,Indiana,Brazil,Petro Brazil,102,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0377,Petro,6377,GA,Georgia,Carnesville,Petro Carnesville,221,true,y,18,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0378,Petro,6378,PA,Pennsylvania,DuPont,Petro Scranton,428,true,y,22,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0379,Petro,6379,IN,Indiana,Greensburg,Petro Greensburg,90,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0382,Petro,6382,IN,Indiana,Remington,Petro Remington,150,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0385,Petro,6385,NM,New Mexico,Deming,Petro Deming,150,true,y,9,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0386,Petro,6386,KS,Kansas,Colby,Petro Colby,90,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0388,Petro,6388,OH,Ohio,Napoleon,Petro Napoleon,107,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0389,Petro,6389,MN,Minnesota,Clearwater,Petro Clearwater,200,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0392,Petro,6392,NV,Nevada,Wells,Petro Wells,250,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0393,Petro,6393,SC,South Carolina,Florence,Petro Florence,210,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0395,Petro,5026,NC,North Carolina,Kenly,Petro Kenly,350,true,y,11,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0398,Petro,6398,MN,Minnesota,Albert Lea,Petro Albert Lea,300,true,y,10,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0399,Petro,6399,CO,Colorado,Johnstown,Petro Johnson's Corner,110,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0402,Petro,6402,IL,Illinois,Wilmington,Petro Wilmington,229,true,y,9,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0403,Petro,6403,WI,Wisconsin,Portage,Petro Portage,300,true,y,14,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0418,TA Express,6418,GA,Georgia,Register,TA Express Statesboro,125,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0422,TA,6422,AZ,Arizona,Ash Fork,TA Ash Fork,200,true,,12,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0426,TA,6426,TX,Texas,Sweetwater,TA Sweetwater,110,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0427,Petro,6427,VA,Virginia,Raphine,Petro Raphine,725,true,y,19,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0428,TA,6428,VA,Virginia,Lexington,TA Lexington,250,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0430,TA Express,6430,CA,California,Olancha,TA Express Olancha,70,true,y,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0431,TA Express,6431,WI,Wisconsin,Osseo,TA Express Osseo,60,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0433,TA Express,6433,IL,Illinois,Riverton,TA Express Riverton,44,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0435,TA Express,6435,GA,Georgia,Thomson,TA Express Thomson,100,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0437,TA Express,6437,PA,Pennsylvania,Ronks,TA Express Ronks,41,true,y,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0442,TA Express,6442,TX,Texas,Huntsville,TA Express Huntsville,50,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0443,TA Express,6443,MO,Missouri,Eagleville,TA Express Eagleville,40,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0444,TA Express,6444,IN,Indiana,Dale,TA Express Dale,130,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0445,TA Express,6445,TX,Texas,Pleasanton,TA Express Pleasanton,75,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0448,TA Express,6448,AR,Arkansas,Jonesboro,TA Express Jonesboro,90,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0449,TA Express,6449,TX,Texas,Belton,TA Express Belton,64,true,,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0450,TA Express,6450,MO,Missouri,Norwood,TA Express Norwood,40,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0451,TA Express,6451,OK,Oklahoma,Tonkawa,TA Express Tonkawa,32,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0456,TA Express,6456,TX,Texas,Decatur,TA Express Decatur,77,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0458,TA Express,6458,NV,Nevada,West Wendover,TA Express Wendover,153,true,,9,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0459,TA Express,6459,AZ,Arizona,Littlefield,TA Express Littlefield,200,true,y,9,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0460,Petro,6460,MO,Missouri,Oak Grove,Petro Oak Grove,305,true,y,12,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0461,TA,6461,MO,Missouri,Cuba,TA Cuba,412,true,y,16,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0465,TA Express,6465,SC,South Carolina,Fair Play,TA Express Fair Play,52,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0468,TA,6468,KY,Kentucky,Smiths Grove,TA Smiths Grove,120,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0469,TA,6469,NM,New Mexico,Springer,TA Springer,100,true,y,12,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0471,TA,6471,NM,New Mexico,Glenrio,TA Glenrio,175,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0476,TA,6476,PA,Pennsylvania,Breezewood,TA Breezewood,200,true,y,13,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0477,TA,6477,SC,South Carolina,Cowpens,TA Cowpens,80,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0478,TA Express,6478,KS,Kansas,Kansas City,TA Express Kansas City,28,true,y,2,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0479,TA Express,6479,LA,Louisiana,Laplace,TA Express Laplace,117,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0480,TA Express,6480,LA,Louisiana,St. Rose,TA Express St. Rose,55,true,y,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0482,TA,6482,OR,Oregon,Coburg,TA Coburg,100,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0485,Petro,6485,AL,Alabama,Hanceville,Petro Dodge City,322,true,y,9,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0486,TA Express,6486,VA,Virginia,Stony Creek,TA Express Stony Creek,80,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0488,TA Express,6488,VA,Virginia,Warfield,TA Express Warfield,80,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0491,Petro,6491,WI,Wisconsin,Sturtevant,Petro Racine,158,true,y,0,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0502,TA Express,6502,IA,Iowa,Holland,TA Express Holland,92,true,,2,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0505,Petro,6505,AL,Alabama,Shorter,Petro Shorter,53,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0506,Petro,6506,MS,Mississippi,Jackson,Petro Jackson,194,true,y,15,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0507,TA,6507,SC,South Carolina,Columbia,TA Columbia North,78,true,y,9,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0508,TA,6508,NY,New York,Fultonville,TA Fultonville,121,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0510,TA Express,6510,TX,Texas,Houston,TA Express North Houston,80,true,,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0512,TA Express,6512,IN,Indiana,Fort Wayne,TA Express Fort Wayne,215,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0513,TA,6513,OH,Ohio,Jackson,TA Jackson,110,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0515,TA Express,6515,TX,Texas,Junction,TA Express Junction,70,true,,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0518,TA Express,6518,TX,Texas,Kingsville,TA Express Kingsville,40,true,y,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0519,TA,6519,UT,Utah,Fillmore,TA Fillmore,40,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0520,TA Express,6520,WY,Wyoming,Rock Springs,TA Express Rock Springs,65,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0524,TA,6524,MO,Missouri,Concordia,TA Concordia,146,true,y,12,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0525,TA,6525,MN,Minnesota,Rogers,TA Rogers,80,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0526,TA,6526,WI,Wisconsin,Hudson,TA Hudson,86,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0527,TA,6527,SC,South Carolina,Florence,TA Florence,77,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0528,TA,6528,MI,Michigan,Bridgeport,TA Bridgeport,70,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0529,TA,6529,NJ,New Jersey,Paulsboro,TA Paulsboro,175,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0530,TA,6530,MI,Michigan,Tekonsha,TA Tekonsha,85,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0531,TA,6531,MT,Montana,Missoula,TA Missoula,130,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0532,TA,6532,AL,Alabama,Lincoln,TA Lincoln,45,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0533,Petro,6533,TX,Texas,Hillsboro,Petro North Hillsboro,91,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0534,Petro,6534,LA,Louisiana,Egan,Petro Egan,127,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0535,Petro,6535,IN,Indiana,Fremont,Petro Angola,200,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0536,Petro,6536,KS,Kansas,Salina,Petro Salina,75,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0537,Petro,6537,IN,Indiana,Gaston,Petro Gaston,150,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0538,Petro,6538,TX,Texas,Pearsall,Petro Pearsall,175,true,y,10,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0539,TA,6539,AL,Alabama,Montgomery,TA Montgomery,125,true,y,10,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0543,TA,6543,IN,Indiana,Lake Station,TA Lake Station,252,true,y,12,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0544,TA,6544,TN,Tennessee,Franklin,TA Franklin,74,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0554,TA,6554,WV,West Virginia,Jane Lew,TA Jane Lew,75,true,,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0555,TA Express,6555,NY,New York,Niagara Falls,TA Express Niagara Falls,60,true,,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0556,TA Express,6556,FL,Florida,Medley,TA Express Medley,58,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0567,TA Express,6567,LA,Louisiana,Grambling,TA Express Grambling,31,true,,2,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0648,TA Express,13648,CO,Colorado,Brush,TA Express Brush,15,true,,0,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0649,TA Express,13649,CO,Colorado,Walsenburg,TA Express Walsenburg,35,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0917,TA Express,6917,WA,Washington,Blaine,TA Express Blaine,34,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0919,TA,6919,CA,California,Madera,TA Madera,78,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0924,TA,6924,MO,Missouri,Mt Vernon,TA Mt. Vernon,250,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0925,TA,6925,MS,Mississippi,McComb,TA McComb,115,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0926,TA Express,6926,MS,Mississippi,Mooreville,TA Express Mooreville,40,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0929,TA Express,6929,CO,Colorado,Lamar,TA Express Lamar,40,true,y,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0930,TA Express,6930,OK,Oklahoma,South Coffeyville,TA Express South Coffeyville,40,true,,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0932,TA,6932,KS,Kansas,Garden City,TA Garden City,150,true,y,10,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0933,TA,6933,CO,Colorado,Pueblo,TA Pueblo,210,true,y,9,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0939,TA Express,6939,LA,Louisiana,Hosston,TA Express Hosston,50,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0940,TA Express,6940,ID,Idaho,Dubois,TA Express Dubois,30,true,,2,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0941,TA Express,6941,IA,Iowa,Holstein,TA Express Holstein,39,true,y,2,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0943,TA Express,6943,KS,Kansas,Fairview,TA Express Fairview,67,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0945,TA,6945,TX,Texas,Vernon,"TA Vernon, TX",76,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0946,TA Express,6946,LA,Louisiana,Minden,TA Express Minden,51,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0947,TA Express,6947,AL,Alabama,Birmingham,TA Express Birmingham,85,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0948,TA Express,6948,ND,North Dakota,Grand Forks,TA Express Grand Forks,65,true,y,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0949,TA Express,6949,ND,North Dakota,Williston,TA Express Williston,40,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0951,TA,6951,WA,Washington,Grandview,TA Grandview,100,true,,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0954,TA,6954,AR,Arkansas,Atkins,TA Atkins,150,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0958,TA,6958,IA,Iowa,Williams,TA Williams,125,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0962,TA Express,6962,PA,Pennsylvania,Hazleton,TA Express Hazleton,50,true,y,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0963,TA Express,6963,PA,Pennsylvania,Pine Grove,TA Express Pine Grove,80,true,y,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0966,TA Express,6966,OK,Oklahoma,Savanna,TA Express Savanna,60,true,,3,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0967,TA Express,6967,MO,Missouri,Palmyra,TA Express Palmyra,40,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0968,Petro,6968,NV,Nevada,Henderson,Petro Henderson,100,true,,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0969,TA Express,6969,NV,Nevada,Henderson,TA Express Henderson,200,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0974,TA,6974,WV,West Virginia,Mineral Wells,TA Mineral Wells,104,true,y,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
