db_id,name,state,city,category_slug,is_published,bucket,reason
(see id map note),TA Truck Service Franklin,KY,Franklin,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Vinton,TX,Canutillo,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Gadsden,AL,Gadsden,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Joplin,MO,Joplin,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro New Paris,OH,New Paris,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Rochelle,IL,Rochelle,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Fargo,ND,Fargo,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro York,NE,York,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Monee,IL,Monee,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Waterloo,NY,Waterloo,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Glade Spring,VA,Glade Spring,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Brazil,IN,Brazil,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Carnesville,GA,Carnesville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Scranton,PA,DuPont,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Greensburg,IN,Greensburg,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Deming,NM,Deming,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Colby,KS,Colby,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Napoleon,OH,Napoleon,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Clearwater,MN,Clearwater,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Wells,NV,Wells,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Albert Lea,MN,Albert Lea,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Johnson's Corner,CO,Johnstown,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Wilmington,IL,Wilmington,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Portage,WI,Portage,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Statesboro,GA,Register,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Ash Fork,AZ,Ash Fork,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Sweetwater,TX,Sweetwater,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Raphine,VA,Raphine,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Lexington,VA,Lexington,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Olancha,CA,Olancha,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Osseo,WI,Osseo,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Riverton,IL,Riverton,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Thomson,GA,Thomson,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Ronks,PA,Ronks,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Huntsville,TX,Huntsville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Eagleville,MO,Eagleville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Dale,IN,Dale,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Pleasanton,TX,Pleasanton,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Jonesboro,AR,Jonesboro,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Belton,TX,Belton,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Norwood,MO,Norwood,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Tonkawa,OK,Tonkawa,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Decatur,TX,Decatur,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Wendover,NV,West Wendover,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Littlefield,AZ,Littlefield,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Oak Grove,MO,Oak Grove,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Cuba,MO,Cuba,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Fair Play,SC,Fair Play,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Smiths Grove,KY,Smiths Grove,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Springer,NM,Springer,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Glenrio,NM,Glenrio,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Breezewood,PA,Breezewood,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Cowpens,SC,Cowpens,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Kansas City,KS,Kansas City,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Laplace,LA,Laplace,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express St. Rose,LA,St. Rose,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Coburg,OR,Coburg,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Warfield,VA,Warfield,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Racine,WI,Sturtevant,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Holland,IA,Holland,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Shorter,AL,Shorter,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Jackson,MS,Jackson,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Columbia North,SC,Columbia,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Fultonville,NY,Fultonville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express North Houston,TX,Houston,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Fort Wayne,IN,Fort Wayne,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Jackson,OH,Jackson,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Junction,TX,Junction,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Kingsville,TX,Kingsville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Fillmore,UT,Fillmore,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Rock Springs,WY,Rock Springs,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Concordia,MO,Concordia,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Rogers,MN,Rogers,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Hudson,WI,Hudson,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Paulsboro,NJ,Paulsboro,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Tekonsha,MI,Tekonsha,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Missoula,MT,Missoula,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Lincoln,AL,Lincoln,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro North Hillsboro,TX,Hillsboro,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Egan,LA,Egan,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Angola,IN,Fremont,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Salina,KS,Salina,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Gaston,IN,Gaston,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Pearsall,TX,Pearsall,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Lake Station,IN,Lake Station,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Jane Lew,WV,Jane Lew,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Niagara Falls,NY,Niagara Falls,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Medley,FL,Medley,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Grambling,LA,Grambling,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Brush,CO,Brush,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Walsenburg,CO,Walsenburg,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Blaine,WA,Blaine,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Madera,CA,Madera,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Mt. Vernon,MO,Mt Vernon,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA McComb,MS,McComb,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Mooreville,MS,Mooreville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Lamar,CO,Lamar,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express South Coffeyville,OK,South Coffeyville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Garden City,KS,Garden City,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Pueblo,CO,Pueblo,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Hosston,LA,Hosston,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Dubois,ID,Dubois,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Holstein,IA,Holstein,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Fairview,KS,Fairview,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),"TA Vernon, TX",TX,Vernon,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Minden,LA,Minden,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Birmingham,AL,Birmingham,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Grand Forks,ND,Grand Forks,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Williston,ND,Williston,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Grandview,WA,Grandview,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Williams,IA,Williams,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Hazleton,PA,Hazleton,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Pine Grove,PA,Pine Grove,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Savanna,OK,Savanna,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Palmyra,MO,Palmyra,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Henderson,NV,Henderson,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Henderson,NV,Henderson,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Mineral Wells,WV,Mineral Wells,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Carlin,NV,Carlin,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Hutchinson,KS,South Hutchinson,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Mankato,MN,Mankato,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Houston,TX,Houston,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Grand Junction,CO,Grand Junction,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express New Lisbon,WI,New Lisbon,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Shepherd,TX,Shepherd,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Judsonia,AR,Judsonia,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Wellsville,KS,Wellsville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Robertsdale,AL,Robertsdale,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
03c39975-0f38-4f41-97e7-d50d95b9edf0,Petro Stopping Center #326 (Petro N. Little Rock),AR,North Little Rock,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
04e8fad7-c564-4879-95ba-91816d3b1074,"CAT Scale — TA Travel Center #288, Lake City",FL,Lake City,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
065b431c-e56b-493b-a68a-b9ba7e309d23,TA Truck Service - Petro West Memphis,AR,West Memphis,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
0910b870-8a54-42b1-8fcc-993737757ade,"CAT Scale — TA Caryville #255, Pioneer",TN,Pioneer,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
09974385-8c93-4bb5-be59-13552b53e2b3,TA Denmark (TravelCenters of America #245),TN,Denmark,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
0a0c7a0d-2fb0-4201-a93f-b934e2617b5b,Petro Kenly 95 #395,NC,Kenly,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
0f848a8a-9f2f-4e89-bed3-97d656bcd25d,TA Cartersville #146,GA,Cartersville,truck-stops,true,exact-match,the site’s own row; already carries everything the master states
0fd1e82b-0a8e-410b-9af9-8787d6ab89b8,TA Whitestown (TravelCenters of America #173),IN,Whitestown,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
20ea502e-9d1f-43e3-b369-520d35c38c5f,Petro Stopping Center #311 (Petro West Memphis),AR,West Memphis,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
245d9e0f-cb95-461e-822a-e458c03212ed,TA Wildwood (TravelCenters of America),FL,Wildwood,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
25721d01-d3ed-4da5-a9cc-448fd166e75b,Petro Dodge City (Petro Stopping Center #397),AL,Hanceville,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
25bbe285-2b82-4ad4-a1fb-5dd82073d31f,TA Caryville,TN,Pioneer,truck-stops,true,exact-match,the site’s own row; already carries everything the master states
28c41568-118b-4e1f-aee1-469f8a634af9,TA Travel Center Brunswick,GA,Brunswick,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
2937ca5e-063c-4ac7-b4c4-0e7da286f488,TA Montgomery #111,AL,Montgomery,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
31584983-7e0f-4210-9f62-8cf69cc29ec4,"CAT Scale — Petro Stopping Center #325, North Baltimore",OH,North Baltimore,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
33e41d22-1dac-425b-a17d-c9b6affcda21,TA Atlanta South #268,GA,Jackson,truck-stops,true,duplicate,"duplicates official site ""TA Atlanta South"" which already has its own (imported) production row"
366ea2a6-4116-4ce3-bc64-01fdac0dcb60,TA Express Atkins,AR,Atkins,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
36d48fe4-d2ce-4d99-987a-9e8341644b7a,Petro Stopping Center #344 (TA/Petro Kingsland),GA,Kingsland,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
383a91a5-b35c-448c-ac46-a2204f600caa,TA Truck Service #349 (Petro Kingston Springs),TN,Kingston Springs,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
3c6b703c-e8bb-418c-902c-1733badf33f6,TA Truck Service at Petro Remington,IN,Remington,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
3e5fef77-bc72-4174-b45d-04f6096c8fde,TA Earle (TravelCenters of America #033),AR,Earle,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
46c70f80-8582-44d1-a7b6-ea9423392fea,TA Truck Service - TA Knoxville West,TN,Knoxville,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
4d1432ba-9d0d-4905-909b-2fce8d5d6497,"TA Truck Service - Petro #325, North Baltimore",OH,North Baltimore,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
4e5234b6-1305-4705-941d-ec5a77370983,CAT Scale at Petro Kingsland (#344),GA,Kingsland,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
4f94e1cf-fe15-4bba-917c-9f389ab3bd04,TA Truck Service - Monroe (#069),MI,Monroe,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
5003bce1-1cfa-45ff-a23d-5f31e1df1450,TA Truck Service - TA Walton,KY,Walton,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
51296b6f-d325-4a97-a48f-d7a315a5e7e0,TA Wapakoneta #082,OH,Wapakoneta,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
51f35bd0-85e6-45f9-9360-71e5110f4c79,"CAT Scale — Petro Knoxville #312, Knoxville (Watt Road)",TN,Knoxville,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
54d7e6d4-f558-42b6-af10-f87f0b9fe8e6,TA Truck Service - Monroe,MI,Monroe,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
5c20a67d-267d-4868-aba5-210a14624dbc,TA Truck Service - Petro Ocala,FL,Reddick,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
5ca065f4-b503-45a1-9636-b5d8e4505c36,CAT Scale at Petro Remington #382,IN,Remington,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
5e829807-6932-4f13-b44f-e5dea115f755,Petro Knoxville,TN,Knoxville,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
5ff985fa-b430-487b-8217-485a94e97d7d,CAT Scale at Petro Stopping Center #326,AR,North Little Rock,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
6127835d-06d1-42a8-bfdc-aa63201b3ff4,"CAT Scale — TA Wapakoneta #082, Wapakoneta",OH,Wapakoneta,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
647347d8-57c8-4ae1-8388-cdd3897bd0bf,TA Truck Service - TA Franklin #157,TN,Franklin,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
687996be-4fd9-4464-a9b3-3df5b2c7f505,TA Travel Center #288 (Lake City),FL,Lake City,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
68afff98-8a4c-42be-b099-e87e50b08a38,TA Express Cookeville,TN,Cookeville,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
6bad6451-4f76-45b8-9a3b-4a1aad414f83,TA Savannah (TravelCenters of America #177),GA,Richmond Hill,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
