"Store #","Name","Address","City","State","Zip Code","Interstate","Latitude","Longitude","Phone Number","Parking Spaces Count","Fuel Lane Count","Shower Count","Amenities","Restaurants"
586,Pilot Travel Center,6705 MS-63,Moss Point,MS,39563,"I-10, Exit 69",30.43834086750137,-88.5287859398117,(228) 474-6511,73,10,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Moe's | Pilot Eats
594,Pilot Travel Center,2815 Singing Hills Blvd,Sioux City,IA,51111,"I-29, Exit 143",42.43553384203598,-96.3733973558197,(712) 258-3816,90,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Burger King | Pilot Eats EXPRESS
602,Pilot Travel Center,224 Daniel Payne Dr,Birmingham,AL,35207,"I-65, Exit 264",33.56259486492335,-86.83074711838533,(205) 323-2177,157,12,12,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Pilot Eats
704,Flying J Travel Center,4801 NE 122nd St,Edmond,OK,73013,"I-35/44/344, Exit 137",35.596136,-97.43662,(405) 475-9440,73,8,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats
760,Flying J Travel Center,10501 US-30,Cokeville,WY,83114,US-30 & WY-232,42.086774271368405,-110.94798590311048,(307) 306-5716,90,5,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats
759,Flying J Travel Center,2250 Etchepare Dr,Cheyenne,WY,82007,"I-25, Exit 7",41.09874285318394,-104.85338723009414,(307) 635-2918,180,10,12,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats
792,Flying J Travel Center,1260 Cassils Rd E,Brooks,AB,T1R 1B7,Trans-Canada Hwy & Cassils Rd,50.57272745447079,-111.86809289947473,(403) 362-5594,20,3,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | Lottery | Pegasus | Truck Parking Spaces,Denny's | Pilot Eats EXPRESS
811,Flying J Travel Center,370 N Service Rd,Moose Jaw,SK,S6H 4N9,"SK-1, Exit 318C",50.426820851626225,-105.54533052309091,(306) 693-5858,18,7,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Pilot Eats
887,Pilot Dealer,1100 US-180,Snyder,TX,79549,US-84 & US-180,32.70521692897363,-100.86561173488059,(325) 573-5213,40,4,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus,
894,Pilot Dealer,3002 US-57,Eagle Pass,TX,78852,US-277 & US-57,28.709887451703505,-100.46406576034705,(830) 758-1712,100,6,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash,
967,Pilot Dealer,6606 E Broadway Ave,Spokane,WA,99212,"I-90, Exit 286",47.663286703580404,-117.3160041620407,(509) 215-4765,40,5,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Drivers Lounge | Game Room | Lottery | Truck Parking Spaces,
1001,Pilot Travel Center,1310 US-67,Big Lake,TX,76932,US-67,31.1904977,-101.4497547,(325) 884-2609,40,6,6,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Taco Bell | Pilot Eats
1003,Pilot Travel Center,2301 Avenue F NW,Childress,TX,79201,Hwy 83/62 & Hwy 287,34.43542535042794,-100.23050008465576,(940) 937-8769,81,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Arby's | Cinnabon | Pilot Eats
1163,Pilot Dealer,6406 Emlenton Clintonville Rd,Emlenton,PA,16373,"I-80, Exit 42",41.17533063091578,-79.7400044558197,(724) 867-1511,65,6,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Public Laundry | Truck Parking Spaces,
1171,Flying J Dealer,1057 S. Lower Flat Top Drive,Mesquite,NV,89027,"I-15, Exit 118",36.78403001681751,-114.14060375714723,(702) 849-0400,69,8,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | DEF Lanes | Truck Parking Spaces,
1175,Pilot Travel Center,14905 Cordes Lake Road,Mayer,AZ,86333,"I-17, Exit 262",34.32741874206012,-112.11799225871981,(928) 632-4521,25,6,0,Diesel Lanes | ATM | Bulk Propane | CAT Scale | DEF Lanes | Lottery | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
1178,Pilot Express,9255 S Rita Rd,Tucson,AZ,85747,"I-10, Exit 273",32.084413897201586,-110.8033038914695,(520) 207-7876,9,4,0,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | DEF Lanes | Lottery | Truck Parking Spaces | Mobile Ordering,Subway
1180,Pilot Travel Center,41112 W Indian School Rd,Tonopah,AZ,85354,"I-10, Exit 94",33.494105604895424,-112.93789823619366,(623) 386-5386,66,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats EXPRESS
4619,Pilot Travel Center,1318 E Lee Hwy,Wytheville,VA,24382,"I-81/77, Exit 77",36.93871415442906,-80.99264008756388,(276) 228-2421,150,8,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Arby's | Dunkin Express | Wendy's | Pilot Eats
4642,Pilot Travel Center,1014 Mt Olive Rd,Toms Brook,VA,22660,"I-81, Exit 291",38.96670393993694,-78.43830410491084,(540) 876-2055,145,10,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Taco Bell | Pilot Eats
4649,Pilot Travel Center,713 Oakland Cir,Raphine,VA,24472,"I-81/64, Exit 205",37.93192394411583,-79.23164687209017,(540) 377-9239,129,12,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Wendy's | Pilot Eats
23,ONE9 Travel Center,7205 S State Rd,Ionia,MI,48846,"I-96, Exit 67",42.88296566287978,-85.07382574117912,(616) 527-6520,20,6,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
36,ONE9 Travel Center,4105 US-30 E,Valparaiso,IN,46383,US-30 & IN-49,41.448527,-87.010376,(219) 464-1644,25,4,3,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats EXPRESS
95,Pilot Travel Center,493 FL-44,Wildwood,FL,34785,"I-75, Exit 329",28.873918542991504,-82.09515797982287,(352) 748-4486,10,7,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS
64,Mr. Fuel Travel Center,1521 N Main St,Summerville,SC,29486,"I-26, Exit 199B",33.03891850148002,-80.14231133007678,(843) 486-5770,15,5,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,McDonalds | Pilot Eats EXPRESS
48,Pilot Travel Center,58 Glendale Hodgenville Rd W,Glendale,KY,42740,"I-65, Exit 86",37.5955972832017,-85.86489468978714,(270) 369-7360,125,11,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,McDonalds | Pilot Eats
167,Pilot Travel Center,2424 E Austin Blvd,Nevada,MO,64772,"I-49, Exit 101",37.83528342614755,-94.32478784136941,(417) 667-3271,37,5,3,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats
268,Pilot Travel Center,2975 N Plainview Rd,Walcott,IA,52773,"I-80, Exit 284",41.614354353305885,-90.78216472023773,(563) 284-5074,25,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
274,Pilot Travel Center,2112 Rees St,Breaux Bridge,LA,70517,"I-10, Exit 109",30.293935019709682,-91.9144897043686,(337) 332-1253,105,7,7,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Arby's | Pilot Eats EXPRESS
489,Flying J Travel Center,4401 32nd Ave S,Grand Forks,ND,58201,"I-29, Exit 138",47.88845382016879,-97.09251515767211,(701) 738-0017,65,10,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS
604,Flying J Travel Center,900 Tyson Rd,Hope Hull,AL,36043,"I-65, Exit 158",32.194202910088684,-86.41967308332825,(334) 613-0212,145,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Pilot Eats
576,Flying J Travel Center,8051 Bagley Ave,Northfield,MN,55057,"I-35, Exit 69",44.47066678033858,-93.29479698147583,(507) 645-6082,80,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats
650,Flying J Travel Center,1401 Ripley St,Lake Station,IN,46405,"I-94/90, Exit 15B",41.58643338442599,-87.23953477937202,(219) 962-6555,375,12,17,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Denny's | Pilot Eats
666,Pilot Travel Center,1860 E Napier Ave,Benton Harbor,MI,49022,"I-94, Exit 30",42.090035567751514,-86.4123753558197,(269) 925-7547,135,10,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Mobile Ordering,Wendy's | Pilot Eats
688,Flying J Travel Center,326 Slapes Corner Rd,Carneys Point,NJ,08069,"I-295, Exit 2C",39.68406448291671,-75.48522055644875,(856) 351-0080,213,12,16,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats
718,Mr. Fuel Travel Center,8915 Weier Rd,Pevely,MO,63070,"I-55, Exit 180",38.285981,-90.405087,(636) 475-7403,15,5,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Mobile Ordering,Pilot Eats EXPRESS
728,Flying J Travel Center,1301 Horizon Blvd,El Paso,TX,79928,"I-10, Exit 37",31.66205260095058,-106.23808794708252,(915) 852-4141,120,12,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats
732,Mr. Fuel Travel Center,2840 Salt Springs Rd,Girard,OH,44420,"I-80, Exit 226",41.1391107292473,-80.71790146670246,(330) 530-4024,60,14,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats
866,Flying J Travel Center,3200 Hwy 11-17,Shuniah,ON,P0T 2M0,Hwy 11-17 & Hwy 587,48.60345069232682,-88.78233225667648,(807) 977-2121,70,6,5,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | DEF Lanes | Drivers Lounge | Pegasus | Truck Parking Spaces,Pilot Eats EXPRESS
746,Flying J Travel Center,2025 S 900 W,Salt Lake City,UT,84104,"I-15 & I-80 SR201, Exit 17",40.72664906240593,-111.91559221804722,(801) 972-3711,110,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Denny's | Pilot Eats
874,Pilot Dealer,17696 SW 8th St,Miami,FL,33194,US-41 & FL-997,25.760367914776484,-80.48067181349181,(305) 553-4594,26,6,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Pegasus | Truck Parking Spaces | Truck Wash,
876,Flying J Travel Center,23866 Rogers Clark Blvd,Ruther Glen,VA,22546,"I-95, Exit 104",37.94051969909014,-77.46853838227842,(804) 448-3077,250,10,22,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Golden Corral | Wendy's | Pilot Eats
889,Flying J Dealer,101 S 45th St,Mount Vernon,IL,62864,"I-64/57, Exit 95",38.311428503288255,-88.95743122090148,(618) 244-2616,200,8,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,
891,Pilot Dealer,1470 Route 46 East,Ledgewood,NJ,07852,I-80 Exit 27B/Exit 27 A&B,40.89213026508659,-74.68616187368013,(973) 347-1145,15,4,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | Lottery | Pegasus | Truck Wash,
893,Flying J Dealer,7005 N Chestnut St,Avoca,IA,51521,"I-80, Exit 40",41.49949089379883,-95.33456159196967,(712) 343-4007,200,11,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Pegasus | Truck Parking Spaces,
897,Pilot Dealer,16650 NW 27th Ave,Opa Locka,FL,33054,"FL-826, Exit FL-817",25.925588263065816,-80.2452391643486,(305) 623-3434,20,10,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | Game Room | Lottery | Pegasus | Truck Parking Spaces,
899,Pilot Dealer,1011 E Atlantic St,South Hill,VA,23970,"I-85, Exit 12A/B",36.71082206313788,-78.10879096693422,(434) 447-4528,20,4,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,
902,Pilot Licensee,3335 W Wood River Rd,Grand Island,NE,68801,"I-80, Exit 312",40.83061305659963,-98.38060815938569,(308) 382-2288,400,22,22,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Public Laundry | Truck Parking Spaces,
1032,Mr. Fuel Travel Center,435 S 3rd St,Steubenville,OH,43952,"OH-7, Exit Third St",40.3531905,-80.6164316,(740) 282-6036,10,5,0,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | Cylinder Propane | DEF Lanes | Lottery | Truck Parking Spaces | Mobile Ordering,Pilot Eats
1041,Pilot Travel Center,170 W North Ave,Carol Stream,IL,60188,IL-64 & Gary Ave,41.90365011786776,-88.12281056669599,(630) 510-0156,20,6,0,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Pilot Eats
1094,Pilot Travel Center,1668 E Tehachapi Blvd,Tehachapi,CA,93561,"CA-58, Exit 151",35.12712197641601,-118.41531796752854,(661) 823-1049,99,9,9,Electric Vehicle Charging Station | Mobile Ordering,Wendy's | Pilot Eats
1096,Flying J Travel Center,1101 Friday Rd,Cocoa,FL,32926,"I-95, Exit 202",28.374809,-80.802044,(321) 433-3150,89,8,7,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats
1108,Mr. Fuel Travel Center,3206 W Trinity Blvd,Grand Prairie,TX,75050,TX-161 & Trinity Blvd,32.8018794,-97.030391,(972) 237-7905,8,4,0,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | DEF Lanes | Lottery | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats
1117,Pilot Travel Center,389 Rochester Crossing Dr,Rochester,IN,46975,US-31 & IN-25,41.048488212006916,-86.21787939828644,(574) 223-4290,33,5,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Dunkin Donuts | Pilot Eats
1126,Pilot Travel Center,8801 NE Birmingham Rd,Kansas City,MO,64161,"I-435, Exit 55",39.1564147,-94.4763072,(816) 453-0076,15,6,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats
1197,Flying J Dealer,1950 BC-3,Jaffray,BC,V0B 1T0,BC-3 & Tie Lake Rd,49.37601528158034,-115.29800100560303,(250) 429-3816,0,8,0,Diesel Lanes | ATM | Bulk Propane | Lottery | Truck Wash,
56,Pilot Travel Center,2825 Lane St,Kannapolis,NC,28083,"I-85, Exit 63",35.49845563266019,-80.56096263558197,(704) 938-6800,55,7,5,Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS
147,Pilot Travel Center,1200 Wendover Blvd,West Wendover,NV,89883,"I-80, Exit 410",40.73943964521697,-114.06642221966075,(775) 296-5047,125,7,10,Electric Vehicle Charging Station,Arby's | Pilot Eats EXPRESS
145,Pilot Travel Center,5660 W Sunset Ave,Springdale,AR,72762,"I-49, Exit 72",36.176497,-94.19317,(479) 872-6100,30,5,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,KFC | Pilot Eats EXPRESS
34,Pilot Travel Center,4154 US-24,Remington,IN,47977,"I-65, Exit 201",40.7663019,-87.1234491,(219) 261-3786,75,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Subway | Taco Bell | Pilot Eats
13,Pilot Travel Center,8924 Lake Rd,Seville,OH,44273,"I-71, Exit 209B",41.02966364720154,-81.90729066118905,(330) 769-4220,190,11,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
195,Pilot Travel Center,91485 Biggs Rufus Hwy,Wasco,OR,97065,"I-84, Exit 104",45.66943893332095,-120.83494981828119,(541) 739-2174,37,6,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Live Parking | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Cinnabon | McDonalds | Pilot Eats EXPRESS
209,Pilot Travel Center,501 Van Horn Dr,Van Horn,TX,79855,"I-10, Exit 140A",31.03594379073825,-104.82998702100255,(915) 295-4150,75,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Wendy's | Pilot Eats EXPRESS
265,ONE9 Travel Center,1111 S Jefferson Ave,Cookeville,TN,38506,"I-40, Exit 287",36.133737186379726,-85.50421763558195,(931) 528-7100,0,3,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Mobile Ordering,Pilot Eats EXPRESS
306,Pilot Travel Center,5619 I-10 E,San Antonio,TX,78219,"I-10, Exit 582",29.43984530499176,-98.38058858237048,(210) 661-5353,50,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats EXPRESS
313,Pilot Travel Center,699 IL-203,East Saint Louis,IL,62201,"I-55/70/64, Exit 4",38.6521180055513,-90.13190753733092,(618) 875-5800,200,9,11,Electric Vehicle Charging Station | Mobile Ordering,Taco Bell | Pilot Eats EXPRESS
358,Pilot Travel Center,5353 Cairo Rd,Paducah,KY,42001,"I-24/KY-305, Exit 3",37.09749515428461,-88.69117281349182,(270) 443-2044,52,8,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Subway | Pilot Eats EXPRESS
366,Pilot Travel Center,30 Sand Pebble Dr,Jackson,TN,38305,"I-40, Exit 85",35.682945179393094,-88.77758901995591,(731) 422-5545,95,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats
373,Pilot Travel Center,11957 Douglas Avenue,Urbandale,IA,50322,"I-35/80, Ext 126",41.63025206734957,-93.77945434456635,(515) 276-1509,140,15,17,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Mobile Ordering,Pilot Eats EXPRESS
381,Pilot Travel Center,8701 US-395,Hesperia,CA,92344,"I-15/US-395, Exit 141",34.408487241982954,-117.3986286766691,(760) 956-2844,217,8,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats
