site_id,brand,verdict,reasons,name,address,city,state,zip,phone,ta_latitude,ta_longitude,truck_parking_spaces,shower_count,service_bays,diesel_lanes,food_brands,truck_wash,scale_present,amenities_mapped,matched_production_id,matched_production_name,match_distance_miles,provenance,reviewer_decision,reviewer_notes
"0152","TA","net-new-candidate","no-production-match","TA Sayre","11603 N. 1900 Rd.","Sayre","OK","73662","580-928-5571","35.3355","-99.5946","101","7","2","10","Subway, Taco Bell","","yes","Showers|Food|Fuel|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0153","TA","net-new-candidate","no-production-match","TA Laredo","1010 Beltway Parkway","Laredo","TX","78045","956-724-2016","27.6875","-99.4634","336","15","5","8","IHOP; Burger King, Taco Bell","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0154","TA","net-new-candidate","no-production-match","TA Southington","1875 Meriden-Waterbury Turnpike","Milldale","CT","06467","860-621-0106","41.5647","-72.9102","145","10","3","8","Popeyes, Taco Bell","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0156","TA","net-new-candidate","no-production-match","TA Commerce","30732 Hwy 441 South","Commerce","GA","30529","706-335-5198","34.2528","-83.4632","89","14","4","8","Fuddruckers","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0158","TA Express","net-new-candidate","no-production-match","TA Express Tampa","11706 Tampa Gateway Blvd.","Seffner","FL","33584","813-262-1560","28.0099","-82.301","81","7","3","6","Arby's, Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0160","TA","net-new-candidate","no-production-match","TA Buttonwillow","27769 Lagoon Drive","Buttonwillow","CA","93206-0004","661-764-5266","35.401","-119.3961","170","8","2","8","Popeyes, Taco Bell","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0161","TA","net-new-candidate","no-production-match","TA Lafayette","1701 North University Ave.","Lafayette","LA","70507-6399","337-237-0176","30.2521","-92.0381","128","9","2","8","Sbarro","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0162","TA","net-new-candidate","no-production-match","TA Ontario","4265 East Guasti Road","Ontario","CA","91761-1571","909-390-2525","34.0649","-117.5599","549","17","6","8","Country Pride; Pizza Hut Express, Taco Bell","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0163","TA","net-new-candidate","no-production-match","TA Santa Nella","12310 State Highway 33","Santa Nella","CA","95322-9735","209-826-0741","37.1101","-121.0147","216","12","4","8","IHOP; Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0167","TA","net-new-candidate","no-production-match","TA Boise","4115 Broadway Ave","Boise","ID","83705","208-344-1091","43.5656","-116.1994","171","12","3","7","Country Pride; Subway, Taco Bell","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0170","TA","net-new-candidate","no-production-match","TA Livingston","435 Winton Parkway","Livingston","CA","95334","209-799-3500","37.3876","-120.7382","102","7","5","6","Burger King, Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0171","TA Express","net-new-candidate","no-production-match","TA Express New Haven","3 East Industrial Road","Branford","CT","06405-6508","203-481-0301","41.2968","-72.7595","75","7","4","6","Pizza Hut Express, Popeyes, Starbucks","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0172","TA","net-new-candidate","no-production-match","TA Sparks","200 North McCarren","Sparks","NV","89431-5419","775-359-0550","39.5351","-119.7361","200","10","3","8","Fuddruckers","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0173","TA","probable-duplicate","same-operator-name-in-city|state","TA Whitestown","5930 Whitestown Pkwy","Whitestown","IN","46075-9801","317-769-3291","39.9478","-86.357","169","9","4","7","Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","97fcf610-ee57-4801-ab8f-87af7945076d","CAT Scale at TA Whitestown","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0174","TA","net-new-candidate","no-production-match","TA Wheat Ridge","12151 West 44th Avenue","Wheat Ridge","CO","80033-2448","303-423-8250","39.7793","-105.1349","116","7","2","8","Highway Kitchen","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0175","TA","net-new-candidate","no-production-match","TA Foristell","3265 N. Service Road East","Foristell","MO","63348-0069","636-673-2295","38.8171","-90.9495","95","8","5","8","Popeyes, Taco Bell & Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0176","TA","net-new-candidate","no-production-match","TA Seattle East","46630 North Bend Way","North Bend","WA","98045","425-888-1119","47.4683","-121.7181","140","8","3","6","Popeyes, Starbucks","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0177","TA","probable-duplicate","same-operator-name-in-city|state","TA Savannah","4401 Hwy. 17","Richmond Hill","GA","31324-0280","912-756-3381","31.9252","-81.3327","222","8","6","9","Fuddruckers; Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","9f3e2546-35b1-4aa4-a738-c98b944696e6","CAT Scale at TA Savannah","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0178","TA","net-new-candidate","no-production-match","TA Marianna","2112 Highway 71 South","Marianna","FL","32448","850-526-3303","30.7187","-85.1837","123","9","5","8","Popeyes, Taco Bell & Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0179","TA","probable-duplicate","same-operator-name-in-city|state","TA Manning","3014 Paxville Highway","Manning","SC","29102","803-791-9095","33.7046","-80.242","84","8","6","8","Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","4c1a72f9-a863-484e-ae1d-600e8bd8b7a0","CAT Scale at TA Manning","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0180","TA","net-new-candidate","no-production-match","TA Slidell","1682 Gause Blvd","Slidell","LA","70458-1361","985-643-9974","30.2864","-89.7511","111","10","3","10","Country Pride","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0181","TA","net-new-candidate","no-production-match","TA Mill City","6000 E. Frontage Road","Mill City","NV","89418","775-538-7311","40.6932","-118.056","152","10","2","10","Taco Bell Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0183","TA","net-new-candidate","no-production-match","TA Troutdale","790 N W Frontage Road","Troutdale","OR","97060","503-666-1588","45.5438","-122.3958","240","12","4","10","Country Pride; Popeyes, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0186","TA Express","net-new-candidate","no-production-match","TA Express Parowan","1130 N. 100 W.","Parowan","UT","84761","435-477-3311","37.8607","-112.8291","90","6","6","5","Subway, Taco Bell","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0187","TA","net-new-candidate","no-production-match","TA Cheyenne","4000 I-80 Service Road","Burns","WY","82053","307-365-6670","41.1602","-104.5207","140","12","3","9","Country Pride; Burger King, Taco Bell","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0188","TA","net-new-candidate","no-production-match","TA Ft. Bridger","I-80 at Bigelow Road, Exit 30","Ft. Bridger","WY","82933","307-209-2115","41.3144","-110.5095","165","9","3","10","Burger King, Taco Bell Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0193","TA","net-new-candidate","no-production-match","TA Grand Island","8033 West Holling Rd.","Alda","NE","68810-0167","308-382-5902","40.7998","-98.496","82","7","2","6","Country Pride","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0194","TA","net-new-candidate","no-production-match","TA Pembroke","8420 Alleghany","Corfu","NY","14036-0276","585-599-4577","43.0059","-78.4056","132","6","6","8","Country Pride","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0197","TA","probable-duplicate","same-operator-name-in-city|state","TA Vero Beach","8909 20th Street","Vero Beach","FL","32966","772-562-1791","27.6381","-80.511","162","9","6","8","Popeyes, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","b25603ec-f8d8-415f-a1a6-0ba3d4b616c4","CAT Scale at TA Vero Beach","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0199","TA","net-new-candidate","no-production-match","TA Troy","819 Edwardsville Rd.","Troy","IL","62294","618-667-9931","38.7338","-89.9098","92","7","5","8","Baskin Robbins, Dunkin'","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0201","TA","net-new-candidate","no-production-match","TA Davy Crockett Travel Center","195 Van Hill Road","Greeneville","TN","37745","423-234-4451","36.3254","-82.8354","245","10","6","8","IHOP; Dunkin', Papa John's Pizza","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0207","TA","net-new-candidate","no-production-match","TA Binghamton","753 Upper Court Street","Binghamton","NY","13904","607-775-3500","42.1013","-75.8418","125","6","3","6","Country Pride","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0208","TA","net-new-candidate","no-production-match","TA Dansville","9616 Commerce Drive","Dansville","NY","14437","585-335-6023","42.5662","-77.7195","102","5","2","8","Country Pride","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0210","TA","net-new-candidate","no-production-match","TA Maybrook","125 Neelytown Road","Montgomery","NY","12549","845-457-3163","41.5042","-74.2207","160","11","5","10","Country Pride; Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0211","TA","net-new-candidate","no-production-match","TA Greenland","108 Ocean Road","Greenland","NH","03840","603-436-3636","43.0431","-70.8182","72","7","0","8","Country Pride","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0212","TA","net-new-candidate","no-production-match","TA Bloomsburg","6 Buckhorn Road","Bloomsburg","PA","17815","570-784-9400","41.0143","-76.4928","190","13","4","11","Country Pride; Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0213","TA","net-new-candidate","no-production-match","TA Greencastle","10835 John Wayne Drive","Greencastle","PA","17225","717-597-7762","39.7846","-77.7126","190","14","4","12","Country Pride","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0214","TA","net-new-candidate","no-production-match","TA Milesburg","875 N. Eagle Valley Rd.","Milesburg","PA","16853","814-355-7561","40.9589","-77.763","122","4","","8","Country Pride; Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0215","TA","net-new-candidate","no-production-match","TA Harborcreek","4050 Depot Road","Erie","PA","16510","814-899-1919","42.1409","-79.9246","266","11","6","10","IHOP; Pizza Hut Express, Subway","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0216","TA","probable-duplicate","same-address|city|state","TA Baltimore","5501 O'Donnell Street","Baltimore","MD","21224","410-633-4611","39.2775","-76.5488","181","11","3","8","","","yes","Showers|Fuel|Laundry|Repair","e102d6bd-874c-43d0-b9f6-c8a9dbbe4832","TA Baltimore #216","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0220","TA","net-new-candidate","no-production-match","TA Porter","1600 West US Hwy 20","Porter","IN","46304","219-926-8566","41.6125","-87.0985","212","9","6","12","Popeyes, Taco Bell & Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0221","TA","probable-duplicate","same-operator-name-in-city|state","TA Candler","153 Wiggins Road","Candler","NC","28715","828-665-1156","35.5432","-82.754","106","8","4","8","Country Pride","","yes","Showers|Food|Fuel|Laundry|Repair","9eb4f46e-b11a-4d3c-be3b-6e34a79f3631","CAT Scale at TA Candler","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0224","TA","net-new-candidate","no-production-match","TA Prescott","1806 Hwy 371 West","Prescott","AR","71857","870-887-8900","33.8112","-93.427","292","11","7","10","Subway, Taco Bell","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0225","TA","net-new-candidate","no-production-match","TA Tonopah","1010 N. 339th Avenue","Tonopah","AZ","85354","623-386-6443","33.4587","-112.7823","407","18","5","12","Black Bear Diner; Subway, Taco Bell & Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0226","TA","net-new-candidate","no-production-match","TA Willcox","1501 North Fort Grant Road","Willcox","AZ","85643","520-384-5311","32.2688","-109.8479","229","10","5","8","Country Pride; Popeyes, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0227","TA","net-new-candidate","no-production-match","TA Barstow","2930 Lenwood Road","Barstow","CA","92311","760-253-2922","34.8537","-117.0888","303","17","7","16","Black Bear Diner; Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0228","TA","net-new-candidate","no-production-match","TA Limon","2200 Ninth Street","Limon","CO","80828","719-775-2811","39.271","-103.7067","104","8","5","8","Country Pride; Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0229","TA","net-new-candidate","no-production-match","TA Moriarty","1700 U.S. Route 66 West","Moriarty","NM","87035","505-832-4421","35.0095","-106.065","245","10","4","10","Country Pride; Burger King, Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0230","TA","net-new-candidate","no-production-match","TA Big Spring","704 West Interstate 20","Big Spring","TX","79720","432-264-4444","32.2648","-101.49","108","9","5","6","IHOP; Popeyes, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0231","TA","net-new-candidate","no-production-match","TA Ganado","802 E. York, Hwy 59","Ganado","TX","77962","361-541-5575","29.0496","-96.5034","104","9","5","8","Burger King, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0232","TA","net-new-candidate","no-production-match","TA New Braunfels","4817 I-35 North","New Braunfels","TX","78130","830-608-9395","29.7489","-98.0579","220","13","6","10","Black Bear Diner; Popeyes, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0233","TA","net-new-candidate","no-production-match","TA Terrell","1700 Wilson Road","Terrell","TX","75161","972-563-6939","32.6908","-96.2441","300","12","5","12","Pizza Hut Express, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0234","TA","net-new-candidate","no-production-match","TA Rawlins","1400 Higley Blvd., Exit 214","Rawlins","WY","82301","307-324-8722","41.7762","-107.2243","188","12","4","12","Country Pride; Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0235","TA","net-new-candidate","no-production-match","TA Edinburg","8301 N.Hwy. 281","Edinburg","TX","78541-7060","956-383-0788","26.3845","-98.1435","105","5","2","5","Tule Tree Legendary Burritos","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0236","TA","net-new-candidate","no-production-match","TA Morris","21 Romines Drive","Morris","IL","60450","815-942-5690","41.3917","-88.4203","292","6","4","8","Black Bear Diner; Charleys Philly Steaks","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0237","TA","net-new-candidate","no-production-match","TA Greenwood","8560 Greenwood Rd","Greenwood","LA","71033","318-938-5411","32.4461","-93.9493","177","10","4","9","KFC, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0238","Petro","net-new-candidate","no-production-match","Petro Columbia","2154 S. Beltline Blvd.","Columbia","SC","29201","803-908-4889","33.9533","-80.9896","134","10","6","8","Quaker Steak & Lube; Starbucks","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0239","TA","net-new-candidate","no-production-match","TA Wheeler Ridge","5552 South Wheeler Ridge Road","Arvin","CA","93203","661-858-2804","34.992","-118.9412","306","10","4","8","Black Bear Diner; Burger King, Pizza Hut Express, Popeyes, Subway, Taco Bell","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0241","TA","net-new-candidate","no-production-match","TA DeMotte","11166 West State Road 10","DeMotte","IN","46310","219-507-7013","41.1456","-87.2597","133","6","4","7","Burger King","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0242","TA","net-new-candidate","no-production-match","TA Battle Creek","15874 Eleven Mile Rd.","Battle Creek","MI","49014","269-965-7721","42.3029","-85.0811","157","6","5","9","Country Pride","","yes","Showers|Food|Fuel|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0245","TA","probable-duplicate","same-operator-name-in-city|state","TA Denmark","155 Hwy. 138, Providence Rd.","Denmark","TN","38391-9998","731-424-5591","35.5955","-89.0557","92","8","2","7","Country Pride; Subway","","yes","Showers|Food|Fuel|Laundry|Repair","09974385-8c93-4bb5-be59-13552b53e2b3","TA Denmark (TravelCenters of America #245)","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0246","TA","net-new-candidate","no-production-match","TA Holbrook","3747 Express Drive","Holbrook","AZ","86025","928-524-3006","34.9054","-110.2108","75","9","4","8","Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0247","TA","net-new-candidate","no-production-match","TA Baldwin","1024 US 301 South","Baldwin","FL","32234","904-266-4281","30.2855","-81.9841","90","6","2","6","Arby's","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0248","TA","net-new-candidate","no-production-match","TA Jacksonville South","1650 C.R. 210 West","Jacksonville","FL","32259-2011","904-829-3946","30.0661","-81.4961","87","6","3","7","Popeyes, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0249","TA","probable-duplicate","coordinate-within-0.25mi-same-operator","TA Lake Park","6901 Bellville Road","Lake Park","GA","31636-0430","229-559-5113","30.644","-83.1876","75","6","3","7","Arby's, Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","93653e22-f954-4d6b-acd8-9f547ce4b947","TA Lake Park #249","0.004","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0251","TA","net-new-candidate","no-production-match","TA Mocksville","1670 US Hwy 601 N","Mocksville","NC","27028","336-751-3815","35.925","-80.5917","130","7","3","8","Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0252","TA","net-new-candidate","no-production-match","TA Beto Junction","2775 Highway 75","Lebo","KS","66856","620-256-6311","38.4276","-95.7272","226","8","3","7","Country Pride; Wendy's","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0253","TA","net-new-candidate","no-production-match","TA West Greenwich","849 Victory Hwy West","West Greenwich","RI","02817","401-397-7774","41.6081","-71.6638","180","6","3","6","Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0254","TA","net-new-candidate","no-production-match","TA Brooklyn","4124 V18 Rd.","Brooklyn","IA","52211","641-631-0047","41.6978","-92.4459","70","5","4","7","Country Pride; Hunt Brothers Pizza","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0255","TA","existing-match","dup-key-name|city|state","TA Caryville","305 Howard Baker Hwy","Pioneer","TN","37847","423-562-3490","36.3771","-84.2463","80","8","5","6","Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","25bbe285-2b82-4ad4-a1fb-5dd82073d31f","TA Caryville","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0257","TA","net-new-candidate","no-production-match","TA Clayton","10346 S. State Road 39","Clayton","IN","46118-9184","317-539-6515","39.6113","-86.4807","100","6","2","8","Country Pride","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0258","TA","probable-duplicate","same-operator-name-in-city|state","TA Brunswick","185 S. Port Parkway","Brunswick","GA","31523","912-279-3386","31.1381","-81.5799","107","9","6","8","Burger King, Starbucks, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","28c41568-118b-4e1f-aee1-469f8a634af9","TA Travel Center Brunswick","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0259","TA Express","net-new-candidate","no-production-match","TA Express Alexander","14256 US-85","Alexander","ND","58831","701-707-1770","47.8053","-103.6452","55","6","","6","Champs Chicken","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0261","TA","net-new-candidate","no-production-match","TA Laurel","11360 South Frontage Road","Laurel","MT","59044","406-628-4324","45.6823","-108.7038","80","4","0","5","TA Cafe","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0266","TA","net-new-candidate","no-production-match","TA Denton","6420 North I-35","Denton","TX","76207","940-383-1458","33.2622","-97.1767","138","7","6","8","Burger King, Pizza Hut","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0268","TA","probable-duplicate","same-address|city|state","TA Atlanta South","122 Truckstop Way","Jackson","GA","30233-0967","770-775-2076","33.2065","-84.0585","108","8","4","8","IHOP; Subway","","yes","Showers|Food|Fuel|Laundry|Repair","aa56235a-c422-4907-84f7-289e8ff3d204","TA Truck Service - TA Atlanta South","0.004","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0269","TA","existing-match","dup-key-name|city|state","TA Knoxville West","615 Watt Road","Knoxville","TN","37922-1112","865-531-7676","35.8731","-84.2379","176","12","5","8","Burger King, Pizza Hut Express, Popeyes, Subway","","yes","Showers|Food|Fuel|Repair","cd4783d1-b67c-4c09-b056-6a72f5606229","TA Knoxville West","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
