listing_id,business_name,category,city,state,interstate,exit_number,classification,reason
84fa50b8-a334-4d48-a35e-094013ae1772,I-40 Truck Turnout - Mile 134 Eastbound (Mayflower/Conway),parking,Mayflower,AR,I-40,,unresolved,no exit path and no street address
8518cd23-a383-4308-bf0a-48a23448d54d,Mackinaw City Citgo,truck-stops,Mackinaw City,MI,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
866d463e-0f44-43fe-984f-33291dd073f0,"CAT Scale — TA Montgomery, Montgomery",cat-scales,Montgomery,AL,I-65,168,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
86d47759-3b76-45cc-af33-522640ecec16,Michigan Welcome Center - Mackinaw City (I-75),parking,Mackinaw City,MI,I-75,,unresolved,no exit path and no street address
86e0949e-2d59-46d6-96f2-7d23539bdc3e,Hampton Inn Santee I-95,hotels-truck-parking,Santee,SC,I-95,98,unresolved,no exit path and no street address
877374ab-3d90-4893-a9bd-77893e763ae9,White Glove Towing Service,roadside-service,Greenwood,IN,I-65,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
87de1008-5deb-4d36-a871-6b48dd5ddf9f,"Weigh Station — I-75 Northbound, Luna Pier",weigh-stations,Luna Pier,MI,I-75,,unresolved,no exit path and no street address
87f37135-0d5e-4f02-9889-537c3adc6bd3,Cullman County Rest Area (I-65 MM 301),parking,Cullman,AL,I-65,,unresolved,no exit path and no street address
894b3ac4-90d0-4a5d-bd24-0bc534e4eaa8,Kentucky Weigh Station - I-75 Northbound (Laurel County),weigh-stations,London,KY,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
89c2531c-300b-4d19-b9f8-e4f065f2d605,Love's Travel Stop #338,truck-stops,Richmond Hill,GA,I-95,90,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
89e875dc-9852-4f4d-9a5e-0265fd2f564c,Ozark Truck & Travel Plaza,truck-stops,Alma,AR,I-40,,unresolved,no exit path and no street address
89e8f796-d286-4e0e-b0d3-327b03d76cfa,"THP Check Station - Poplar Springs (Lexington area, portable scales)",weigh-stations,Lexington,TN,I-40,,unresolved,no exit path and no street address
8a1de13d-bd2e-4ece-ae16-6eae921f024b,Cross Diesel Repair,roadside-service,Corinth,KY,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
8abd0ae7-4cad-4015-9309-0c1ad798955e,Georgia DPS Weigh Station 1 - I-75 Southbound (Catoosa County),weigh-stations,Ringgold,GA,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
8adc84ed-7d07-4b43-8225-6ff185121d86,Vintage Wrecker Service,roadside-service,Colora,MD,I-95,,unresolved,no exit path and no street address
8b02e14f-6692-4781-9589-8b907c49850f,Coastal Towing (Coastal Wrecker),roadside-service,Rocky Mount,NC,I-95,,unresolved,no exit path and no street address
8be8a312-d7fe-4b5d-8029-4e4be16db6cd,"CAT Scale — Love's Travel Stop #225, Evergreen",cat-scales,Evergreen,AL,I-65,93,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
902453cb-99ec-47e4-9a2a-45b1502c85f3,Quality Inn & Suites Alma I-40,hotels-truck-parking,Alma,AR,I-40,,unresolved,no exit path and no street address
9216c281-99ca-4b5f-8a8d-c5f5e952a769,Kentucky Weigh Station - I-75 Northbound (Scott County),weigh-stations,Georgetown,KY,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
9286ea5b-259f-47ce-a075-eec19375191e,Quality Inn West Memphis I-40,hotels-truck-parking,West Memphis,AR,I-40,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
9294ef9c-0e44-440c-a480-81bc00da21e5,"I-40 Cumberland County Rest Area (Westbound, MM 326.6)",parking,Crossville,TN,I-40,,unresolved,no exit path and no street address
93d11293-5961-44a5-ba5d-ae01bf86716b,Florida Secure Self-Storage — Pembroke Pines,parking,Pembroke Pines,FL,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
94480a62-6e45-41d9-ab9c-ddaf9d084ca8,I-65 Southbound Weigh Station (Lowell),weigh-stations,Lowell,IN,I-65,,unresolved,no exit path and no street address
944b49c4-30dd-432f-bdd3-c137cf827e86,Ziegler Tire,tire-repair,Toledo,OH,I-75,,unresolved,no exit path and no street address
964e5e38-d45d-4c4b-812a-c4ecf904bb4e,S & K Bronco BP (Gaylord),truck-stops,Gaylord,MI,I-75,282,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
9668985d-0c95-4ec6-9d8f-55c3a0e4b034,Parker's Kitchen #69,truck-stops,Pooler,GA,I-95,,unresolved,no exit path and no street address
97435277-e8a8-49a8-9ff1-0ed17bec85af,Miccosukee Service Plaza,truck-stops,Ochopee,FL,I-75,49,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
97a91141-ec4d-49fb-b8d2-4c30a90c308a,I-75 Rest Area — Southbound (Miami County),parking,Piqua,OH,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
992872b0-b0e0-4f51-867c-1460666822b7,South Carolina Welcome Center (I-95 NB),parking,Hardeeville,SC,I-95,,unresolved,no exit path and no street address
99c486f6-7e9b-4c26-b6da-b7219cc694c6,"Arkansas Welcome Center at Van Buren/Fort Smith (I-40 EB, MM 2)",parking,Van Buren,AR,I-40,,unresolved,no exit path and no street address
99f4a8cf-a977-46a5-8226-ad8721be76b9,I-95 Robeson County Weigh Station (Southbound),weigh-stations,Lumberton,NC,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
9a0ac97f-90d6-4f60-a96d-d51791049ffe,Virginia Welcome Center (Skippers),parking,Skippers,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
9a6d740d-debc-4f90-b5fc-e9daae0d3986,Blue Beacon Truck Wash of Kenly,truck-washes,Kenly,NC,I-95,106,unresolved,no exit path and no street address
9ac45310-ac8c-4885-a5aa-ebf787c2f13a,Pilot Travel Center #4569,truck-stops,Hardeeville,SC,I-95,5,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
9b5a7530-2901-474a-ad32-b53c84cbd478,I-65 Butler County Rest Area (Southbound),parking,Greenville,AL,I-65,,unresolved,no exit path and no street address
9ba81ef1-4451-4a4d-83fe-93baa59df27c,Circle C 24/7 Truck Repair,roadside-service,Walterboro,SC,I-95,57,unresolved,no exit path and no street address
9c02196d-c003-4a1c-8d12-900557e6c70f,Ohio Weigh Station - I-75 Southbound (Hancock County),weigh-stations,Findlay,OH,I-75,,unresolved,no exit path and no street address
9cd99e1e-66f3-43a9-977f-2f0e3f9e9810,Michigan Welcome Center - Sault Ste. Marie (I-75),parking,Sault Ste. Marie,MI,I-75,,unresolved,no exit path and no street address
9d0ebd15-c261-4702-a709-a7828d639a9d,Love's Travel Stop #624,truck-stops,Prichard,AL,I-65,8,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
9d0f39c3-4609-4b0b-8051-7ca9b53f97b0,"St. Ignace Rest Area (I-75 SB, MM 348)",parking,St. Ignace,MI,I-75,,unresolved,no exit path and no street address
9d5a2272-c6dd-4da0-bebb-cefcb166dbca,Ohio Weigh Station - I-75 Northbound (Wood County),weigh-stations,North Baltimore,OH,I-75,,unresolved,no exit path and no street address
9e06c3ca-5ad6-4e47-b42c-583b6befe935,Mangum's Towing & Road Service (Fayetteville),roadside-service,Fayetteville,NC,I-95,,unresolved,no exit path and no street address
9e98d564-93c0-4149-9680-1b13a06e0740,Keep It Rolling Semi Truck & Trailer Repair,roadside-service,Detroit,MI,I-75,,unresolved,no exit path and no street address
9ee0d88b-f880-4157-81ec-2453ef1f37ed,Maryland I-95 South Welcome Center & Rest Area,parking,Savage,MD,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
9fb45fb9-5d97-4ed0-911e-352e92f9fd5a,Circle K (Valero) - Lonoke,truck-stops,Lonoke,AR,I-40,175,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
9fe701ff-4960-4778-89fa-3c7602733ca0,Alma I-40 Weigh Station (Eastbound),weigh-stations,Alma,AR,I-40,,unresolved,no exit path and no street address
a01a4518-ce97-4894-8d57-674209395e9e,SAGE Truck Driving School - Jacksonville,cdl-schools,Jacksonville,FL,I-95,,unresolved,no exit path and no street address
a10bc9c5-3119-4a79-bb06-906f09e4d234,CAT Scale at TA Ashland,cat-scales,Ashland,VA,I-95,92,unresolved,no exit path and no street address
a3953ace-f227-41eb-8824-30476efb2e60,CAT Scale at Pilot Hardeeville,cat-scales,Hardeeville,SC,I-95,5,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
a3bd4ae7-8628-43ac-ba05-c03028eb215c,"Sault Ste. Marie Rest Area (I-75 NB, MM 389)",parking,Sault Ste. Marie,MI,I-75,,unresolved,no exit path and no street address
a55fe534-cdce-4fa2-946f-7e54ac747462,I-95 Johnston County Rest Area (MM 99),parking,Selma,NC,I-95,,unresolved,no exit path and no street address
a57aadf4-496b-4065-83e8-5c87885bf2b0,Benton County I-40 Eastbound Rest Area (Loretta Lynn / Hank Williams Rest Area),parking,Holladay,TN,I-40,MM 130.5 EB,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
a5cf4099-551f-4a7b-b4e2-344446b62a4c,"Weigh Station — I-75 Southbound, Monroe/Erie",weigh-stations,Erie,MI,I-75,,unresolved,no exit path and no street address
a78733d7-c361-4bb9-b33b-fce85430accb,Santee Rest Area (Northbound),parking,Santee,SC,I-95,,unresolved,no exit path and no street address
a7a13453-9509-4465-98f8-e94a8ff9ff75,Harford Community College Commercial Truck Driving (CDL),cdl-schools,Bel Air,MD,I-95,77B,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
a8c4f2d2-a328-4706-8fe2-5b4230bde389,"London Travel Plaza (AMBEST, formerly London Auto/Truck Center BP)",truck-stops,London,KY,I-75,41,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
a8d7a25d-dbe1-4cf0-87ba-640ca6973894,Boss Truck Shop #40 (at Love's),tire-repair,Corbin,KY,I-75,29,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
a9a6b5c2-d0aa-4f0b-bce6-0feba95184e7,"Tommie's Auto, Diesel Repair & Towing",roadside-service,Walterboro,SC,I-95,53,unresolved,no exit path and no street address
aab7a84d-f5c3-436a-a8c4-5b3c181f2ed2,Love's Travel Stop #894,truck-stops,Saint Augustine,FL,I-95,305,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
ad3e43c4-ef04-43df-b994-d7c9fb475388,Pilot Flying J Truck Care Service Center - Waynesville,roadside-service,Waynesville,NC,I-40,,unresolved,no exit path and no street address
b02dc944-f9fc-4392-b5f6-47710831930a,St. Ignace Truck Stop (BP),truck-stops,St. Ignace,MI,I-75,344,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
b0bc8564-8366-420d-ae6b-5e7beba07881,Santee Welcome Center (Southbound),parking,Santee,SC,I-95,,unresolved,no exit path and no street address
b0e52e2c-764d-4cfb-a8bb-2d785e119711,"I-65 Giles County Weigh Station (Northbound, Ardmore)",weigh-stations,Ardmore,TN,I-65,,unresolved,no exit path and no street address
b106bf49-e8d4-4e65-96c0-d9124ddf49fc,Central Carolina Diesel Repair,roadside-service,Kenly,NC,I-95,106,unresolved,no exit path and no street address
b2af1bed-36cf-4497-8e3d-d2c2209fca12,Love's Travel Stop #740,truck-stops,Yemassee,SC,I-95,38,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
b3c32523-9238-4888-a80f-48c89bb738ea,Shed Lot Truck Parking,parking,Corbin,KY,I-75,,unresolved,no exit path and no street address
b440fb9a-6e87-485e-8279-680b862a8f0b,Dale City Truck Rest Area (Southbound),parking,Dale City,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
b4a4a740-5466-4969-9770-542cc900e3b6,Kentucky Weigh Station - I-75 Southbound (Kenton County),weigh-stations,Crittenden,KY,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
b5213d8a-633f-4d73-9172-7ec041bc1cc0,Speedco at Love's Travel Stop #759,roadside-service,Hazen,AR,I-40,193,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
b56d0a14-0fd0-4b65-aa19-9af1edb59f4b,Seymour Weigh Station (Northbound),weigh-stations,Seymour,IN,I-65,,unresolved,no exit path and no street address
b5d0079f-4f1b-4399-a662-e881a2059892,"Kentucky Welcome Center / Rest Area (I-71/75, Boone County)",parking,Florence,KY,I-75,,unresolved,no exit path and no street address
b5d906d6-22c5-4ed5-b39e-b8eea589346d,Love's Travel Stop #759,truck-stops,Hazen,AR,I-40,193,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
b690a7a6-401c-47ad-8c8b-7c4a63306b33,Heavy Towing Baltimore (BBT & Recovery),roadside-service,Baltimore,MD,I-95,,unresolved,no exit path and no street address
b6d01963-8cf5-47b9-b982-c81a408933b4,Metropolis Truck Plaza,truck-stops,Metropolis,IL,I-24,37,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
b6e214a9-642b-4f97-a844-fe869483a318,I-95 Weigh / Inspection Station (Hardeeville),weigh-stations,Hardeeville,SC,I-95,,unresolved,no exit path and no street address
b7154959-9416-47c5-8665-52458bdd0de3,Mapco Express #3524,truck-stops,Wildwood,GA,I-24,,unresolved,no exit path and no street address
b7a1bf29-998f-498a-a44a-0974411802b6,Pilot Travel Center #231,truck-stops,Corbin,KY,I-75,29,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
b7f8d80e-0fbe-47f0-b26c-81d1ceafcfe7,CAT Scale - Ozark (Love's #271 area),cat-scales,Ozark,AR,I-40,,unresolved,no exit path and no street address
b90d812b-1e76-445c-bb73-779032a1a4c3,St. Johns County Rest Area (I-95 MM 302),parking,Saint Augustine,FL,I-95,,unresolved,no exit path and no street address
b90f8a31-7e91-45ae-beb4-814184f70330,Super 8 by Wyndham Metropolis,hotels-truck-parking,Metropolis,IL,I-24,37,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
b9c3bccf-a9fd-4aff-a7b1-57cca6f58b63,C&P Towing and Transport,roadside-service,Pompano Beach,FL,I-95,,unresolved,no exit path and no street address
bd45a0c6-862a-4c3b-a2ae-8ef2a07781c2,Asheville Weigh Station (NC State Highway Patrol),weigh-stations,Asheville,NC,I-40,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
bdc8b533-9542-4312-b7da-1a39a2f6d297,Truck parking only lot - 5570 S US Route 45 (former truck stop),parking,Metropolis,IL,I-24,,unresolved,no exit path and no street address
bef99f45-641b-4410-b4a8-9b261b2b1c72,"Tire Sales & Service, Inc. (Commercial Tires)",tire-repair,Fayetteville,NC,I-95,,unresolved,no exit path and no street address
c05b09af-8df6-4092-9130-91c9a3deb61e,"CAT Scale - Flying J, Miami",cat-scales,Miami,FL,I-75,2,unresolved,no exit path and no street address
c1566ed5-05d1-41ec-b101-6fcb878c1d07,Exit 38 Truck Plaza (Shell),truck-stops,London,KY,I-75,38,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
c1b2faaa-1b77-420d-88ce-d1d2d36f7a5b,"Tennessee Welcome Center - I-65 (Ardmore, Northbound)",parking,Ardmore,TN,I-65,,unresolved,no exit path and no street address
c251431a-ff37-4d55-9b22-1fd126b525aa,Pilot Travel Center #602,truck-stops,Birmingham,AL,I-65,264,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
c33d248f-de4a-48ce-8b98-555d7b1f92ad,Florida Welcome Center (I-95),parking,Yulee,FL,I-95,,unresolved,no exit path and no street address
c372a30e-8b6d-44db-b71f-1a3621ef7a7e,Flying J Travel Center #626,truck-stops,Saint Augustine,FL,I-95,305,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
c4c53150-93d8-46e4-a4a5-8a5ede62e6ec,Dickson County Rest Area - I-40 Westbound (MM 170),parking,Dickson,TN,I-40,,unresolved,no exit path and no street address
c7d92966-ddcd-4536-8992-193b66e21c6f,Dumfries Weigh Station (Northbound),weigh-stations,Dumfries,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
c7f25b2f-f452-4eb3-b77d-7f74097bd34e,Truck Parking Club - Madison Heights,parking,Madison Heights,MI,I-75,,unresolved,no exit path and no street address
c98c8bbd-c96d-42dd-8250-6114418fac02,Shell Super Stop,truck-stops,Hazen,AR,I-40,193,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
ca6444ea-5194-40de-a7a4-5f3428c4f36e,Holiday Inn Express Metropolis,hotels-truck-parking,Metropolis,IL,I-24,,unresolved,no exit path and no street address
cac9d520-9a63-441f-866f-d2de402affe6,Super 8 by Wyndham Russellville,hotels-truck-parking,Russellville,AR,I-40,,unresolved,no exit path and no street address
cbd3eb31-8759-4d5b-9000-9bcd7f5dcd2f,Super 8 by Wyndham Hazen,hotels-truck-parking,Hazen,AR,I-40,193,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
cbd5d136-9f13-4141-b126-9e0d8d414157,Entec Station #105,truck-stops,Millbrook,AL,I-65,181,unresolved,no exit path and no street address
cd150996-dea1-4ec3-82aa-268f08bf0ba2,Road X Truck Repair (Greenwood),roadside-service,Greenwood,IN,I-65,,unresolved,no exit path and no street address
ce99eb50-9aef-4eef-b2a6-022e4f902a17,Mapco Express #3316 (5325 Summer Ave),truck-stops,Memphis,TN,I-40,,unresolved,no exit path and no street address
d07bf85c-8a1e-4f99-b194-19e7307a8889,Marion County Truck Comfort / Weigh Station (I-75 MM 338),weigh-stations,Ocala,FL,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
d111217f-786e-4b71-b57e-ffa4dca9f3b2,Truck Parking Club - 47 Walker Way,parking,Canton,NC,I-40,,unresolved,no exit path and no street address
d1a0677b-70ad-4022-ad21-d629f8373457,Days Inn by Wyndham Newport,hotels-truck-parking,Newport,TN,I-40,,unresolved,no exit path and no street address
d284bab0-f773-43c5-9c3e-20b4580c5c0a,Forrest City Rest Area - I-40 Eastbound (MM 235),parking,Forrest City,AR,I-40,,unresolved,no exit path and no street address
d375452a-670c-4a2e-8d3e-92fc53756210,"TDOT I-65 Truck Parking Area (former Northbound Weigh Station, Giles County)",parking,Ardmore,TN,I-65,,unresolved,no exit path and no street address
d4a2a4fa-6bf3-407f-a16d-eb56851d1818,I-95 South N.C. Welcome Center,parking,Rowland,NC,I-95,1,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
d4b5471d-8f4e-4668-b659-bf7c6e00c353,Keen's Truck & Trailer Repair (at Metropolis Truck Plaza),roadside-service,Metropolis,IL,I-24,,unresolved,no exit path and no street address
d63266c7-1e06-4353-9ee9-5f5bb7775346,Highway 64 Truck & Trailer Repair,roadside-service,Van Buren,AR,I-40,,unresolved,no exit path and no street address
d7e9da52-4a01-4b3d-9c14-86f59343ca7c,Scott County Rest Area Southbound (MM 127),parking,Georgetown,KY,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
d8c8b88a-0af7-4faf-838f-5288eef85239,I-95 Cumberland County Rest Area (Northbound),parking,Fayetteville,NC,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
db53fced-a16d-49cf-9a90-186e8acaedc3,"Collier County Rest Area (Alligator Alley, Milepost 63)",parking,Alligator Alley,FL,I-75,,unresolved,no exit path and no street address
db877e00-74cc-4667-b567-9cc8df78f72b,THP Commercial Vehicle Scale Complex - Haywood County (I-40 Westbound),weigh-stations,Brownsville,TN,I-40,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
e0b210c3-6279-48a6-b091-059a2aa3a3ca,TA Truck Service — Montgomery,roadside-service,Montgomery,AL,I-65,168,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
e1730d2e-0567-43bc-a3db-6e15a0f8cb11,Toledo Truck Hub,parking,Toledo,OH,I-75,,unresolved,no exit path and no street address
e36e07df-2f06-48a6-9494-8cf3b0f4cc15,TA Ashland (TravelCenters of America),truck-stops,Ashland,VA,I-95,92,unresolved,no exit path and no street address
e587e93e-816e-4cb7-ac11-c681dcae2cd7,Pedro's / Porky's Truck Stop (South of the Border),truck-stops,Hamer,SC,I-95,193,needs-external-geocode,outside-anchor-range; has street address (address not Census-matched (ineligible or not yet fetched))
e58cf487-aa6f-4583-b627-f3cf1528ad49,Martin County Rest Area (I-95 MM 106),parking,Stuart,FL,I-95,,unresolved,no exit path and no street address
e637db12-eba1-494a-a73a-aa86545cf6bc,Seymour Weigh Station (Southbound),weigh-stations,Seymour,IN,I-65,,unresolved,no exit path and no street address
e7edb2b3-ca16-40d5-b412-7435c59bd132,I-75 Rest Area — Northbound (Miami County),parking,Piqua,OH,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
e9a4dbbb-9015-4850-91ec-28fbad53f841,Tennessee Weigh Station - I-75 Northbound (Knox County),weigh-stations,Knoxville,TN,I-75,,needs-external-geocode,no-exit-number; has street address (address not Census-matched (ineligible or not yet fetched))
e9f9100d-6132-4979-a13e-bc3f90a6df1f,Taylorsville Rest Area (I-65),parking,Taylorsville,IN,I-65,,unresolved,no exit path and no street address
ea9dc82f-67a9-4e54-b0b9-10a0ebe33359,"CAT Scale - Pilot Travel Center #602, Birmingham",cat-scales,Birmingham,AL,I-65,264,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
eaf18864-af61-48b8-bbeb-edee81021740,I-95 Weigh Station - Port Wentworth,weigh-stations,Port Wentworth,GA,I-95,,unresolved,no exit path and no street address
ed7cf6d6-954e-4e3b-8717-b50637452c5a,Baymont by Wyndham Monroe,hotels-truck-parking,Monroe,MI,I-75,11,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
ee07dd11-b979-45e2-90a1-9ba14254ba28,Carson Weigh Station Northbound,weigh-stations,Carson,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
ee131041-98e4-4917-a09b-dcdca1d5ed0c,RecNation Storage - Ruskin (Truck Parking),parking,Ruskin,FL,I-75,240,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
f06d1393-166a-44a7-8ea1-9bb9ffdf749a,Turbeville Rest Area (I-95 MM 139),parking,Turbeville,SC,I-95,,unresolved,no exit path and no street address
f272ad94-84b1-4088-8ce0-b1efa77a4230,"Michigan Weigh Station - I-75 Northbound (Oakland County, Baldwin Rd)",weigh-stations,Auburn Hills,MI,I-75,,unresolved,no exit path and no street address
f2afcd23-d5f0-4a59-b8b0-00b83e24da33,"I-40 Cumberland County Rest Area (Eastbound, MM 324.4)",parking,Crossville,TN,I-40,,unresolved,no exit path and no street address
f2ee667c-a7d7-4e9d-9f9d-b3333d69bb73,I-95 Nash County Rest Area (MM 142),parking,Battleboro,NC,I-95,,unresolved,no exit path and no street address
f3c46c18-6a34-496a-8f0b-b36901142096,I-65 Conecuh County Rest Area (Southbound),parking,Evergreen,AL,I-65,,unresolved,no exit path and no street address
f4089b87-a23d-4210-bb67-5485d5a6447d,Dumfries Weigh Station (Southbound),weigh-stations,Dumfries,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
f4d3f9bc-301b-4c9d-bdf5-843989754796,Handy Pantry (3360 Crabtree Rd),truck-stops,Lake Junaluska,NC,I-40,,unresolved,no exit path and no street address
f53939a7-5718-4d0b-b511-3ab367de0fa7,Arkansas Welcome Center at West Memphis,parking,West Memphis,AR,I-40,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
f594401c-0ec8-4dc1-be86-5d3f54438e64,Agricultural Inspection Station No. 9A — Interstate 75 (Southbound),weigh-stations,White Springs,FL,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
f975e826-2c84-4032-ae61-177240dec9fb,Mike's Diesel Tech,roadside-service,Sellersburg,IN,I-65,,unresolved,no exit path and no street address
fa0a4d6a-3627-4d84-b35d-f39e8a2ba94b,Snider Fleet Solutions,tire-repair,Lexington,KY,I-75,,unresolved,no exit path and no street address
faa5e68a-557a-4258-bcee-90397f126864,Henryville Rest Area (Southbound),parking,Henryville,IN,I-65,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
fb8d0e91-7e7c-4302-a44f-dfe3d998bdc8,El Cheapo #54 (Texaco),truck-stops,Darien,GA,I-95,49,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
fdaa1660-b2bb-4d97-bd0f-7be6287ec055,Roadmaster Drivers School of Jacksonville,cdl-schools,Jacksonville,FL,I-95,,unresolved,no exit path and no street address
fe637d31-d4dc-4482-9e3c-2b196a38335c,Ladysmith Safety Rest Area (Northbound),parking,Ladysmith,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
ff910909-fb85-4078-89de-733cdf1b24f3,McDowell County Rest Area I-40 Westbound (MM 82),parking,Marion,NC,I-40,,unresolved,no exit path and no street address
