id,state,interstate,category_slug,facility_type,direction,source_class,truck_parking_evidence,tier_disposition,name
54a502b2-9b7d-49be-ba59-e2a4ef38ce72,FL,I-95,weigh-stations,weigh_inspection,,official,no,C:quarantine-inspection-only-no-parking-evidence,Agricultural Inspection Station No. 16B (I-95)
13be8788-04e4-4034-ade5-45061a9c25ec,FL,I-75,weigh-stations,weigh_inspection,NB,official,no,C:quarantine-inspection-only-no-parking-evidence,Florida Weigh Station - I-75 Northbound (Punta Gorda)
d07bf85c-8a1e-4f99-b194-19e7307a8889,FL,I-75,weigh-stations,weigh_inspection,,third_party,no,C:quarantine-inspection-only-no-parking-evidence,Marion County Truck Comfort / Weigh Station (I-75 MM 338)
80a397c9-f16f-4be8-a819-bfc96ca43746,FL,I-95,weigh-stations,weigh_inspection,SB,official,no,C:quarantine-inspection-only-no-parking-evidence,Martin County Weigh Station (I-95 Southbound)
74aacea6-d2b2-4040-88d9-dbbb25571af5,FL,I-95,weigh-stations,weigh_inspection,,official,no,C:quarantine-inspection-only-no-parking-evidence,Nassau County Weigh Station (I-95)
7e3bf39e-aaad-40cc-b496-182450fb2ffe,FL,I-75,weigh-stations,weigh_inspection,,none,no,C:quarantine-inspection-only-no-parking-evidence,White Springs Weigh Station (I-75)
6e3a9268-d9ac-4350-9e70-6f1c9a9d1964,GA,I-95,weigh-stations,weigh_inspection,NB,none,no,C:quarantine-inspection-only-no-parking-evidence,"GA DPS Weigh Station (I-95 Northbound, Townsend)"
780cc3cf-1b89-490d-b3f8-676a93f4c6f9,GA,I-95,weigh-stations,weigh_inspection,SB,none,no,C:quarantine-inspection-only-no-parking-evidence,"GA DPS Weigh Station (I-95 Southbound, Townsend)"
58062585-dc00-475c-a72f-3ca3df99520e,GA,I-24,weigh-stations,weigh_inspection,,none,no,C:quarantine-inspection-only-no-parking-evidence,Georgia I-24 Weigh / Inspection Station (Dade County)
eaf18864-af61-48b8-bbeb-edee81021740,GA,I-95,weigh-stations,weigh_inspection,,none,no,C:quarantine-inspection-only-no-parking-evidence,I-95 Weigh Station - Port Wentworth
94480a62-6e45-41d9-ab9c-ddaf9d084ca8,IN,I-65,weigh-stations,weigh_inspection,SB,none,no,C:quarantine-inspection-only-no-parking-evidence,I-65 Southbound Weigh Station (Lowell)
b56d0a14-0fd0-4b65-aa19-9af1edb59f4b,IN,I-65,weigh-stations,weigh_inspection,NB,none,no,C:quarantine-inspection-only-no-parking-evidence,Seymour Weigh Station (Northbound)
e637db12-eba1-494a-a73a-aa86545cf6bc,IN,I-65,weigh-stations,weigh_inspection,SB,none,no,C:quarantine-inspection-only-no-parking-evidence,Seymour Weigh Station (Southbound)
2a3d7c32-e385-41db-9b12-6111d7fa91fc,MD,I-95,weigh-stations,weigh_inspection,,official,no,C:quarantine-inspection-only-no-parking-evidence,I-95/I-495 Commercial Vehicle Weigh & Inspection Station (MSP CVED)
73a2d986-6a30-41a4-83b8-e396fb3b71e1,MI,I-75,weigh-stations,weigh_inspection,NB,none,no,C:quarantine-inspection-only-no-parking-evidence,Michigan Weigh Station - I-75 Northbound (Mackinac Bridge / St. Ignace)
f272ad94-84b1-4088-8ce0-b1efa77a4230,MI,I-75,weigh-stations,weigh_inspection,NB,none,no,C:quarantine-inspection-only-no-parking-evidence,"Michigan Weigh Station - I-75 Northbound (Oakland County, Baldwin Rd)"
d0b37299-61ff-49e7-bcc9-46d9ce6616ab,MI,I-75,weigh-stations,weigh_inspection,SB,none,no,C:quarantine-inspection-only-no-parking-evidence,Michigan Weigh Station - I-75 Southbound (Birch Run)
87de1008-5deb-4d36-a871-6b48dd5ddf9f,MI,I-75,weigh-stations,weigh_inspection,NB,none,no,C:quarantine-inspection-only-no-parking-evidence,"Weigh Station — I-75 Northbound, Luna Pier"
a5cf4099-551f-4a7b-b4e2-344446b62a4c,MI,I-75,weigh-stations,weigh_inspection,SB,none,no,C:quarantine-inspection-only-no-parking-evidence,"Weigh Station — I-75 Southbound, Monroe/Erie"
bd45a0c6-862a-4c3b-a2ae-8ef2a07781c2,NC,I-40,weigh-stations,weigh_inspection,,official,no,C:quarantine-inspection-only-no-parking-evidence,Asheville Weigh Station (NC State Highway Patrol)
0b4195b4-4e0a-4192-99a0-dea2c6eb0d9e,NC,I-95,weigh-stations,weigh_inspection,,official,no,C:quarantine-inspection-only-no-parking-evidence,Halifax County I-95 Weigh Station (SHP)
50f05436-a429-44f6-829e-630075daec0d,NC,I-95,weigh-stations,weigh_inspection,NB,official,no,C:quarantine-inspection-only-no-parking-evidence,I-95 Robeson County Weigh Station (Northbound)
99f4a8cf-a977-46a5-8226-ad8721be76b9,NC,I-95,weigh-stations,weigh_inspection,SB,official,no,C:quarantine-inspection-only-no-parking-evidence,I-95 Robeson County Weigh Station (Southbound)
9d5a2272-c6dd-4da0-bebb-cefcb166dbca,OH,I-75,weigh-stations,weigh_inspection,NB,none,no,C:quarantine-inspection-only-no-parking-evidence,Ohio Weigh Station - I-75 Northbound (Wood County)
9c02196d-c003-4a1c-8d12-900557e6c70f,OH,I-75,weigh-stations,weigh_inspection,SB,none,no,C:quarantine-inspection-only-no-parking-evidence,Ohio Weigh Station - I-75 Southbound (Hancock County)
b6e214a9-642b-4f97-a844-fe869483a318,SC,I-95,weigh-stations,weigh_inspection,,official,no,C:quarantine-inspection-only-no-parking-evidence,I-95 Weigh / Inspection Station (Hardeeville)
7bddc0f4-c215-42e9-958a-82260e323ba5,TN,I-40,weigh-stations,weigh_inspection,,official,no,C:quarantine-inspection-only-no-parking-evidence,I-40 Weigh/Inspection Station - Cocke County (near NC line)
b0e52e2c-764d-4cfb-a8bb-2d785e119711,TN,I-65,weigh-stations,weigh_inspection,NB,official,yes,C:quarantine-weigh-needs-parking-confirmation,"I-65 Giles County Weigh Station (Northbound, Ardmore)"
128a2d09-7f2f-42f0-81cc-1f714b61b3d7,TN,I-75,weigh-stations,weigh_inspection,NB,none,no,C:quarantine-inspection-only-no-parking-evidence,Tennessee Weigh Station - I-75 Northbound (Bradley County)
34f173ec-5520-4e3b-aa7e-41cd6bb9de9d,TN,I-75,weigh-stations,weigh_inspection,SB,none,no,C:quarantine-inspection-only-no-parking-evidence,Tennessee Weigh Station - I-75 Southbound (Bradley County)
132a8918-4b7b-429b-b420-ce69e9ecb151,TN,I-65,weigh-stations,weigh_inspection,SB,official,no,C:quarantine-inspection-only-no-parking-evidence,"Tennessee Weigh Station — I-65 Southbound (Robertson County, near KY line)"
89e8f796-d286-4e0e-b0d3-327b03d76cfa,TN,I-40,weigh-stations,weigh_inspection,,official,no,C:quarantine-inspection-only-no-parking-evidence,"THP Check Station - Poplar Springs (Lexington area, portable scales)"
db877e00-74cc-4667-b567-9cc8df78f72b,TN,I-40,weigh-stations,weigh_inspection,WB,official,no,C:quarantine-inspection-only-no-parking-evidence,THP Commercial Vehicle Scale Complex - Haywood County (I-40 Westbound)
ee07dd11-b979-45e2-90a1-9ba14254ba28,VA,I-95,weigh-stations,weigh_inspection,NB,official,no,C:quarantine-inspection-only-no-parking-evidence,Carson Weigh Station Northbound
7af1a802-82f1-4501-a026-986e8230ccfb,VA,I-95,weigh-stations,weigh_inspection,SB,official,no,C:quarantine-inspection-only-no-parking-evidence,Carson Weigh Station Southbound
c7d92966-ddcd-4536-8992-193b66e21c6f,VA,I-95,weigh-stations,weigh_inspection,NB,official,no,C:quarantine-inspection-only-no-parking-evidence,Dumfries Weigh Station (Northbound)
f4089b87-a23d-4210-bb67-5485d5a6447d,VA,I-95,weigh-stations,weigh_inspection,SB,official,no,C:quarantine-inspection-only-no-parking-evidence,Dumfries Weigh Station (Southbound)
4f21b0d2-18b1-46a0-9a7e-a11b3922f9a7,AL,I-65,parking,welcome_center,SB,official,no,C:quarantine-truck-parking-unconfirmed,Ardmore Welcome Center (I-65 Southbound)
99c486f6-7e9b-4c26-b6da-b7219cc694c6,AR,I-40,parking,welcome_center,EB,none,no,C:quarantine-no-official-source,"Arkansas Welcome Center at Van Buren/Fort Smith (I-40 EB, MM 2)"
c33d248f-de4a-48ce-8b98-555d7b1f92ad,FL,I-95,parking,welcome_center,,official,no,C:quarantine-truck-parking-unconfirmed,Florida Welcome Center (I-95)
2533368e-1ea7-4a8f-b73e-a6c79eec61c5,GA,I-95,parking,welcome_center,NB,official,no,C:quarantine-truck-parking-unconfirmed,Georgia Welcome Center (I-95 Northbound)
45a1cbfc-d6ab-4797-9708-e993055412e4,GA,I-95,parking,welcome_center,SB,third_party,no,C:quarantine-no-official-source,Georgia Welcome Center (Savannah) - I-95 SB
431feb1a-211c-4ca1-9c3c-d6b9e32cba5f,IL,I-24,parking,welcome_center,,none,no,C:quarantine-no-official-source,Fort Massac Welcome Center / Rest Area (I-24 MM 37)
b5d0079f-4f1b-4399-a662-e881a2059892,KY,I-75,parking,welcome_center,,none,no,C:quarantine-no-official-source,"Kentucky Welcome Center / Rest Area (I-71/75, Boone County)"
6c6a902c-51f9-4aee-859d-3eb835664f64,MD,I-95,parking,welcome_center,,third_party,no,C:quarantine-no-official-source,Maryland I-95 North Welcome Center & Rest Area
9ee0d88b-f880-4157-81ec-2453ef1f37ed,MD,I-95,parking,welcome_center,,third_party,yes,C:quarantine-no-official-source,Maryland I-95 South Welcome Center & Rest Area
d4a2a4fa-6bf3-407f-a16d-eb56851d1818,NC,I-95,parking,welcome_center,,third_party,yes,C:quarantine-no-official-source,I-95 South N.C. Welcome Center
046b382e-6805-4be0-867d-d919b6cedadb,NC,I-95,parking,welcome_center,,official,yes,A-PENDING-COORDINATE,North Carolina Welcome Center - I-95 Northampton
6ad4784a-e243-424d-add0-f86c493522d8,SC,I-95,parking,welcome_center,SB,official,yes,A-PENDING-COORDINATE,"Hamer Welcome Center (I-95 SB, NC line)"
b0bc8564-8366-420d-ae6b-5e7beba07881,SC,I-95,parking,welcome_center,SB,official,yes,A-PENDING-COORDINATE,Santee Welcome Center (Southbound)
992872b0-b0e0-4f51-867c-1460666822b7,SC,I-95,parking,welcome_center,NB,third_party,yes,C:quarantine-no-official-source,South Carolina Welcome Center (I-95 NB)
84220419-b8f4-47eb-bae1-d9fb3dc20040,TN,I-40,parking,welcome_center,WB,official,yes,A-PENDING-COORDINATE,"TDOT Haywood County Welcome Center / Rest Area (I-40 Westbound, MM 44-45)"
c1b2faaa-1b77-420d-88ce-d1d2d36f7a5b,TN,I-65,parking,welcome_center,NB,official,no,C:quarantine-truck-parking-unconfirmed,"Tennessee Welcome Center - I-65 (Ardmore, Northbound)"
1b0ef012-d5cf-4550-8723-3c19fa283ddb,VA,I-95,parking,welcome_center,SB,official,yes,A-PENDING-COORDINATE,Fredericksburg Welcome Center (Southbound)
9a0ac97f-90d6-4f60-a96d-d51791049ffe,VA,I-95,parking,welcome_center,,official,yes,A-PENDING-COORDINATE,Virginia Welcome Center (Skippers)
