"listing_id","business_name","input_address","census_matched_address","existing_coordinate","proposed_coordinate","distance_from_control_m","state_bounds_result","match_classification","reviewer_decision","reviewer_notes"
"50cf9353-443d-406e-b1d2-9889112e116c","Pilot Travel Center #575","491 St Marys Rd, St. Marys, GA 31548","491 ST MARYS RD, KINGSLAND, GA, 31548","","30.759941234457,-81.648190623986","","in-state","census-manual-review","",""
"8043b977-b2c4-4107-812e-f8c21ef6c742","Fuel Mart #782","101 South Dixie Highway, Cridersville, OH 45806","101 S DIXIE HWY, CRIDERSVILLE, OH, 45806","","40.654383885319,-84.133931380375","","in-state","census-manual-review","",""
"7eaa790a-ef79-4337-8268-12328f968bfb","TA Truck Service #326 (at Petro N. Little Rock)","3205 Valentine Rd, North Little Rock, AR 72117","","","","","n/a","census-no-match","",""
"533ac088-b077-4175-880b-04fb1ec093c1","Hotel 7 Inn Vienna","709 E Vine St, Vienna, IL 62995","709 E VINE ST, VIENNA, IL, 62995","","37.416660740209,-88.885548823589","","in-state","census-manual-review","",""
"5ff9ec4c-0bb8-49ad-b411-e84e11644025","Fayetteville Technical Community College CDL Program","2201 Hull Rd, Fayetteville, NC 28303","2201 HULL RD, FAYETTEVILLE, NC, 28303","","35.06654390446,-78.924438312726","","in-state","census-manual-review","",""
"39a7ad06-c801-4b4f-8ea1-3d847839a62c","Flying J Travel Center #875","221 Belle Hill Road, Elkton, MD 21921","221 BELLE HILL RD, ELKTON, MD, 21921","","39.635837936941,-75.806469578668","","in-state","census-manual-review","",""
"595de56a-aada-4034-882b-60a2fd579ab3","CAT Scale at Petro Florence","2301 W Lucas St, Florence, SC 29501","2301 W LUCAS ST, FLORENCE, SC, 29501","","34.238630312575,-79.810540817754","","in-state","census-manual-review","",""
"9fb45fb9-5d97-4ed0-911e-352e92f9fd5a","Circle K (Valero) - Lonoke","1954 Highway 31 N, Lonoke, AR 72086","","","","","n/a","census-no-match","",""
"4d1432ba-9d0d-4905-909b-2fce8d5d6497","TA Truck Service - Petro #325, North Baltimore","12906 Deshler Rd, North Baltimore, OH","12906 DESHLER RD, NORTH BALTIMORE, OH, 45872","","41.172673142559,-83.646261073437","","in-state","census-manual-review","",""
"29c0000b-e9ee-401d-a502-417243b91f6c","Love's Travel Stop #412","3948 Hodges Chapel Rd, Dunn, NC 28334","3948 HODGES CHAPEL RD, DUNN, NC, 28334","","35.3395909234,-78.556245156296","","in-state","census-manual-review","",""
"5ea6edb7-8a31-4b40-a59a-aac43a2f9d9c","Truck Parking Club property - 1420 TN-96, Fairview","1420 Highway 96, Fairview, TN","","","","","n/a","census-no-match","",""
"18b7f760-c662-4d38-9e0c-0a91f1022015","Fuel Mart #783","145 N Dowling St, Austin, IN 47102","145 N DOWLING ST, AUSTIN, IN, 47102","","38.743965837449,-85.822495130277","","in-state","census-manual-review","",""
"5c42f488-24de-40af-a67d-88e61d627d64","Pilot Travel Center #321","11229 Frontage Rd, Walton, KY 41094","11229 FRONTAGE RD, WALTON, KY, 41094","","38.917608743936,-84.631258893509","","in-state","census-manual-review","",""
"a27c2657-ae16-45da-9332-c6133d808617","US Gas Truck Stop (Carson)","16729 S Crater Rd, Carson, VA 23830","","","","","n/a","census-no-match","",""
"60782b45-eee6-4dd1-89f2-83b16975bc81","Truck Parking Club - Phoenix Transportation Services (Georgetown)","335 E Yusen Dr, Georgetown, KY 40324","335 E YUSEN DR, GEORGETOWN, KY, 40324","","38.282080273363,-84.547324426916","","in-state","census-manual-review","",""
"dc42c076-4e52-4013-98b4-5a57ddc223c9","Hendricks Truck & Trailer Parking","350 S Harkrider St, Conway, AR 72032","350 S HARKRIDER ST, CONWAY, AR, 72032","","35.074057805253,-92.433165916041","","in-state","census-manual-review","",""
"fb8eb46d-b871-4344-9cd6-5843638e7648","CAT Scale — Flying J Travel Center #695, Beaverdam","420 East Main Street, Beaverdam, OH 45808","420 E MAIN ST, BEAVERDAM, OH, 45808","","40.833060844393,-83.965796165022","","in-state","census-manual-review","",""
"18cb36d8-a481-4013-af5d-f4ce70911fa1","Super 8 by Wyndham Richmond","107 N Keeneland Dr, Richmond, KY 40475","107 N KEENELAND DR, RICHMOND, KY, 40475","","37.776658508304,-84.318822350609","","in-state","census-manual-review","",""
"025700b8-af4a-4322-96c1-64fff65ec6b4","Love's Travel Stop #435 (Ruther Glen)","23845 Rogers Clark Blvd, Ruther Glen, VA 22546","23845 ROGERS CLARK BLVD, RUTHER GLEN, VA, 22546","","37.938277456094,-77.46641256462","","in-state","census-manual-review","",""
"c46096bc-5104-421a-8170-22a88bfea17f","Dynamic Diesel Solutions","301 Dungeness Dr, Brunswick, GA 31523","301 DUNGENESS DR, BRUNSWICK, GA, 31523","","31.137779308021,-81.580996967239","","in-state","census-manual-review","",""
"8cb6aa2b-13c3-4f79-8b1b-ee434bb8cee8","Pilot Travel Center #4651","781 Moores Ferry Rd, Skippers, VA 23879","781 MOORES FERRY RD, SKIPPERS, VA, 23879","","36.606678087657,-77.559743977936","","in-state","census-manual-review","",""
"703372a3-ddb0-4201-b738-cab8ded1a1cf","Love's Travel Stop #321","222 KY-770 (Highway 770), Corbin, KY 40701","","","","","n/a","census-no-match","",""
"ca53a744-8ac6-4962-a299-1fb54d6b9f82","Speedway","3730 Speedway Drive, Findlay, OH 45840","3730 SPEEDWAY DR, FINDLAY, OH, 45840","","41.086136136249,-83.656709699197","","in-state","census-manual-review","",""
"49a23bf0-18cb-4ee8-b3cc-eaf19114f3d3","CAT Scale — Pilot Travel Center #9, Franklin","6830 Franklin-Lebanon Road, Franklin, OH 45005","","","","","n/a","census-no-match","",""
"a7cd01f6-bc31-4983-8bb6-89a2d6360e0f","Love's Travel Stop #893","2 Sonny Perdue Dr, Garden City, GA 31408","2 SONNY PERDUE DR, GARDEN CITY, GA, 31408","","32.104272305824,-81.195409332783","","in-state","census-manual-review","",""
"952c949f-05a6-4b90-b5ab-85c53c3296da","Love's Truck Care / Speedco #939","3112 Highway 391 N, North Little Rock, AR 72117","3112 STATE HWY 391, NORTH LITTLE ROCK, AR, 72117","","34.778089381777,-92.128636338631","","in-state","census-manual-review","",""
"81d9cb9f-6dd2-491c-8417-5636d505adb5","CAT Scale at Love's Ruther Glen","23845 Rogers Clark Blvd, Ruther Glen, VA 22546","23845 ROGERS CLARK BLVD, RUTHER GLEN, VA, 22546","","37.938277456094,-77.46641256462","","in-state","census-manual-review","",""
"181dd4e9-f9b8-41ca-9b5d-3d38edf629ab","Studio 6 Suites West Memphis","210 W Service Rd, West Memphis, AR 72301","210 W SVC RD, WEST MEMPHIS, AR, 72301","","35.168776212027,-90.187229134202","","in-state","census-manual-review","",""
"9ecc9414-262e-42ef-befa-82f1c3180514","I-40 Truck Park (Truck & RV Parking)","2611 Genesis Rd, Crossville, TN 38571","2611 GENESIS RD, CROSSVILLE, TN, 38571","","35.987415652952,-85.010639635394","","in-state","census-manual-review","",""
"d69a1ead-9d8d-4cf6-9d75-ac7d73f83183","Exxon Tiger Mart / Truck Center","2745 W Main St, Clarksville, AR 72830","2745 W MAIN ST, CLARKSVILLE, AR, 72830","","35.462100489787,-93.524854406596","","in-state","census-manual-review","",""
"6da51cc0-fd95-4dd9-b43e-a677ea9ccec3","Colony Tire & Service","726 N Main St, Emporia, VA 23847","726 N MAIN ST, EMPORIA, VA, 23847","","36.70218298664,-77.535605301555","","in-state","census-manual-review","",""
"94bc004a-3a24-4439-839f-218d3c8f6249","Eco Travel Plaza (Roady's)","1897 Genesis Rd, Crossville, TN 38555","1897 GENESIS RD, CROSSVILLE, TN, 38555","","35.977941472309,-85.014928169359","","in-state","census-manual-review","",""
"fa5e1712-b8ee-42f1-b771-e2144afa0fac","Super 8 by Wyndham Black Mountain","101 Flat Creek Rd, Black Mountain, NC 28711","101 FLAT CREEK RD, BLACK MOUNTAIN, NC, 28711","","35.62184678528,-82.314901058021","","in-state","census-manual-review","",""
"7d74bb54-f22d-4594-8bc8-9d9710f88ac0","TA Vero Beach #197","8909 20th St, Vero Beach, FL 32966","8909 20TH ST, VERO BEACH, FL, 32966","","27.639100838599,-80.510512482242","","in-state","census-manual-review","",""
"c297e04a-9f49-46d2-8ca2-28b97d243a62","CAT Scale — Pilot Travel Center #284, Monroe","1200 Nadeau Rd, Monroe, MI 48162","1200 NADEAU RD, MONROE, MI, 48162","","41.964225609895,-83.353697470312","","in-state","census-manual-review","",""
"152dcf8e-4366-4317-9e54-0e6d716a59af","CAT Scale — Flying J Travel Center #664, Walton","13019 Walton Verona Rd, Walton, KY 41094","13019 WALTON-VERONA RD, WALTON, KY, 41094","","38.858317041397,-84.624688164565","","in-state","census-manual-review","",""
"abdd2d3e-b725-46c9-ac11-0982e7a36962","Love's Truck Wash #747","2241 Fair Rd, Sidney, OH 45365","2241 FAIR RD, SIDNEY, OH, 45365","","40.266052769091,-84.188123805107","","in-state","census-manual-review","",""
"68afff98-8a4c-42be-b099-e87e50b08a38","TA Express Cookeville","1750 Salem Rd, Cookeville, TN 38506","1750 SALEM RD, COOKEVILLE, TN, 38506","","36.129974901443,-85.479920649353","","in-state","census-manual-review","",""
"bb4d283f-1f08-4acd-a062-850f5bc309c6","Petro Stopping Center #325","12906 Deshler Rd, North Baltimore, OH 45872","12906 DESHLER RD, NORTH BALTIMORE, OH, 45872","","41.172673142559,-83.646261073437","","in-state","census-manual-review","",""
"fdc35482-6e2a-44a5-8d70-e976883b9f25","Blue Beacon Truck Wash of Elkton","225 Belle Hill Road, Elkton, MD 21921","225 BELLE HILL RD, ELKTON, MD, 21921","","39.635829405255,-75.806448818236","","in-state","census-manual-review","",""
"85185773-3082-49d5-b2f0-74135faedfe7","CAT Scale at Pilot Travel Center #429","1100 Martin Luther King Jr Dr, West Memphis, AR 72301","","","","","n/a","census-no-match","",""
"4795b25a-2bb2-4c4e-ac29-d864159cb3f3","All-State Career School (Baltimore)","2200 Broening Highway, Baltimore, MD 21224","2200 BROENING HWY, BALTIMORE, MD, 21224","","39.263086127929,-76.54299815982","","in-state","census-manual-review","",""
"6d8f6cd0-78e1-489f-9f94-7878cba55e77","Pilot Travel Center #500 (Jasper)","8067 FL-6, Jasper, FL 32052","8067 STATE HWY 6, JASPER, FL, 32052","","30.516203693783,-83.059883359084","","in-state","census-manual-review","",""
"ec42dd30-c4fc-415f-9b7e-c4627f74bae6","TA Truck Service - Petro Knoxville","722 Watt Rd, Knoxville, TN 37934","722 N WATT RD, KNOXVILLE, TN, 37934","","35.873713323085,-84.235994112488","","in-state","census-manual-review","",""
"d7265e8b-ae0a-4d0b-84f1-de75c9f7a70d","Pilot Travel Center #430","215 AR-331 N, Russellville, AR 72802","215 STATE HWY 331, RUSSELLVILLE, AR, 72802","","35.279647078317,-93.093691060785","","in-state","census-manual-review","",""
"12cb5734-b6f3-48d8-adc1-71b693367a2a","Love's Travel Stop #877 (Good Hope)","497 County Road 222, Cullman, AL 35055","497 CO RD 222, CULLMAN, AL, 35055","","34.130124664978,-86.864693928321","","in-state","census-manual-review","",""
"253d5108-e1f2-4387-ad7d-b82e1a18712a","Truck Parking Club - 636 N Irwin St (Dayton)","636 N Irwin St, Dayton, OH 45403","636 N IRWIN ST, DAYTON, OH, 45403","","39.773661191938,-84.153002331966","","in-state","census-manual-review","",""
"97e31e0f-bc66-4f04-af6a-f802c20e42c2","Newport Truck and Trailer Repair & Heavy Duty Towing","116 Jasmine Dr, Newport, TN 37821","116 JASMINE RD, NEWPORT, TN, 37821","","35.976674013418,-83.213077106793","","in-state","census-manual-review","",""
"be40a471-cbe3-4486-9c3d-daa610788abd","Service Tire Truck Center (STTC) Fredericksburg","4951 Quality Drive, Fredericksburg, VA 22408","4951 QUALITY DR, FREDERICKSBURG, VA, 22408","","38.262105347746,-77.506322027062","","in-state","census-manual-review","",""
"e1b6e58b-5deb-4093-8574-874f4dec971c","Wayne Truck & Trailer (Sidney)","2151 S Vandemark Rd, Sidney, OH 45365","2151 S VANDEMARK RD, SIDNEY, OH, 45365","","40.252856646513,-84.187452956091","","in-state","census-manual-review","",""
"4e7bad60-63ed-45fd-a1f3-57408c623aaf","Pomp's Tire Service - Seymour","965 S Commerce Dr, Seymour, IN 47274","965 S COMMERCE DR, SEYMOUR, IN, 47274","","38.948367197727,-85.842844710712","","in-state","census-manual-review","",""
"4584fe8c-08bb-481e-8749-b0fbbc5a6224","CAT Scale — Speedway, Hope Hull","821 Tyson Rd, Hope Hull, AL 36043","821 TYSON RD, HOPE HULL, AL, 36043","","32.195343317772,-86.425290203372","","in-state","census-manual-review","",""
"ca4da6a3-c18d-4f65-88ec-1076319eb6c5","Pilot / ONE9 Travel Center #88","4455 W King St, Cocoa, FL 32926","4455 KING ST, COCOA, FL, 32926","","28.359676243222,-80.792155375528","","in-state","census-manual-review","",""
"c4fa7a01-7327-4a45-9a23-1d24e9bd4a3e","Pilot Travel Center #409","2320 Highway 46 S, Dickson, TN 37055","2320 STATE RTE 46, DICKSON, TN, 37055","","36.149829995563,-87.504578940223","","in-state","census-manual-review","",""
"d58e3dbf-f1ed-4822-adf6-94841a1a7c64","Love's Travel Stop #480","9155 Highway 321 N, Lenoir City, TN 37771","9155 HWY 321 N, LENOIR CITY, TN, 37771","","35.869484792536,-84.324961164459","","in-state","census-manual-review","",""
"264a6af3-ac80-4829-a8b5-299cd3590a41","JAM Best-One Tire & Fleet Service (Saginaw)","800 S Outer Drive, Saginaw, MI","800 S OUTER DR, SAGINAW, MI, 48601","","43.42039646446,-83.895849072227","","in-state","census-manual-review","",""
"5992321e-fdc0-44b7-81ba-b85a783e5d24","CAT Scale - TA Wildwood","556 E State Road 44, Wildwood, FL 34785","","","","","n/a","census-no-match","",""
"33c7ebe8-323c-4b35-a654-2ac4076fec1b","Love's Truck Care / Speedco - Love's Travel Stop #618, Sadieville","313 Porter Rd, Sadieville, KY 40370","313 PORTER RD, SADIEVILLE, KY, 40370","","38.379233472354,-84.572018709181","","in-state","census-manual-review","",""
"f4967041-7344-4787-9573-c5c7bdf7e538","C-R Road Service Truck & Trailer Wash","3303 W Fifth St, Lumberton, NC 28358","3303 W 5TH ST, LUMBERTON, NC, 28358","","34.619627040973,-79.058415979136","","in-state","census-manual-review","",""
"c1ef60d0-9302-4eb4-abd7-4d5cd5b2f36d","Circle K #2408","6533 State Road 38 E, Lafayette, IN 47905","6533 STATE RD 38, LAFAYETTE, IN, 47905","","40.373960878047,-86.780393544516","","in-state","census-manual-review","",""
"6003d4f7-6d00-4d20-b0f6-2f44c9b8f115","Bauer Built Tire & Service","5601 US-31, Clarksville, IN 47129","5601 US HWY 31 E, CLARKSVILLE, IN, 47129","","38.344669020091,-85.747245083347","","in-state","census-manual-review","",""
"b9aaf283-56ff-4714-a122-bff468dfc77c","Truck Parking Club - 5102 E 500 S, Whitestown","5102 E 500 S, Whitestown, IN","5102 E 500 S, WHITESTOWN, IN, 46075","","39.967847857837,-86.372455342452","","in-state","census-manual-review","",""
"66abae1e-f898-4e10-8def-fd7e3504b89e","Sun Do Truck Stop","5111 N Fayetteville Rd, Lumberton, NC 28358","5111 FAYETTEVILLE RD, LUMBERTON, NC, 28358","","34.665372260757,-79.001337543862","","in-state","census-manual-review","",""
"97c2f56e-498f-48f7-90e7-3f44713cd4ab","Motel 6 Berea","1029 Cooper Dr, Berea, KY 40403","1029 COOPER DR, BEREA, KY, 40403","","37.597624475438,-84.316155377166","","in-state","census-manual-review","",""
"d0b52ba6-cc9b-45c7-878c-ce598cbfaf24","Truck Parking Club - 1464 Brevard Rd lot","1464 Brevard Rd, Asheville, NC","1464 BREVARD RD, ASHEVILLE, NC, 28806","","35.511754268292,-82.600533476652","","in-state","census-manual-review","",""
"f20905b6-dec3-4b03-aef7-e9f025d1b2c8","Road Ranger Travel Center","1615 E Main St, Greenwood, IN 46143","1615 E MAIN ST, GREENWOOD, IN, 46143","","39.614496142476,-86.070757977739","","in-state","census-manual-review","",""
"8048826e-0d86-40c5-a331-4ff358dde6c3","First in Trailer Service (FITS) Secure Drop Lot","13121 Walton Verona Rd, Walton, KY 41094","13121 WALTON-VERONA RD, WALTON, KY, 41094","","38.855447857148,-84.624452244045","","in-state","census-manual-review","",""
"49d33773-e031-4778-853c-731f623a5d5b","CAT Scale at Road Ranger Brinkley","2202 N Main St, Brinkley, AR 72021","2202 N MAIN ST, BRINKLEY, AR, 72021","","34.912366347576,-91.19562970723","","in-state","census-manual-review","",""
"1c02288f-f710-4fbd-9d1b-29dfe8967a38","TruckParkingClub - RecNation Storage, Fort Myers","8930 Laredo Ave, Fort Myers, FL","8930 LAREDO AVE, FORT MYERS, FL, 33905","","26.645685853163,-81.801571177115","","in-state","census-manual-review","",""
"af850276-f3a2-4d26-b48a-43ec8e6b0367","CAT Scale — TA Florence","7777 Burlington Pike, Florence, KY 41042","7777 BURLINGTON PIKE, FLORENCE, KY, 41042","","39.000875329836,-84.644968575034","","in-state","census-manual-review","",""
"7ced51ec-fa99-48cd-b788-075a711e3dc7","Cumberland International Trucks - Nashville","640 Massman Dr, Nashville, TN 37210","640 MASSMAN DR, NASHVILLE, TN, 37210","","36.153117890126,-86.703238351513","","in-state","census-manual-review","",""
"734dcb31-77d9-4a4a-a07c-f710c03cff1e","Midwest Commercial Semi-Truck Tire Center","7599 Melton Rd, Gary, IN 46403","7599 MELTON RD, GARY, IN, 46403","","41.595440043013,-87.246756234147","","in-state","census-manual-review","",""
"f430a4a3-e695-4f4d-b6ef-9119ec9f66fa","Love's Truck Care / Speedco #951","4300 Petro Rd, West Memphis, AR 72301","4300 PETRO RD, WEST MEMPHIS, AR, 72301","","35.153546806691,-90.129992014148","","in-state","census-manual-review","",""
"da315672-4e7f-4389-a555-4e4b7aa1d94a","Pilot Travel Center #71","7001 GA-21, Port Wentworth, GA 31407","","","","","n/a","census-no-match","",""
"9509b408-a8b1-4f4b-a5a4-a4fa0a47bc61","CAT Scale at TA Jacksonville South","1650 County Road 210 W, Saint Johns, FL 32259","1650 CO RD 210, SAINT JOHNS, FL, 32259","","30.066006229603,-81.495280459255","","in-state","census-manual-review","",""
"c041cd41-88dc-4a27-9533-4f5d11219fb7","Downtown Hartford Citgo","3155 Big Creek Rd, Hartford, TN 37753","3155 BIG CREEK RD, HARTFORD, TN, 37753","","35.817795560721,-83.139283388195","","in-state","census-manual-review","",""
"0dacd3b0-435a-46af-9e4f-da23099fc2bb","TD Commercial Tire","925 N Ocean St, Jacksonville, FL 32202","925 OCEAN ST, JACKSONVILLE, FL, 32202","","30.332934904709,-81.654695563986","","in-state","census-manual-review","",""
"4be0bff5-6246-43d0-8501-159b1d07cf32","Ziegler Tire","30559 Lemoyne Rd, Walbridge, OH 43465","30559 LEMOYNE RD, WALBRIDGE, OH, 43465","","41.595620258284,-83.473995164317","","in-state","census-manual-review","",""
"0b9d7041-33c5-4e04-9f78-feae94df3de4","Goodyear Commercial Tire & Service Center","102 Triport Rd, Georgetown, KY 40324","102 TRIPORT RD, GEORGETOWN, KY, 40324","","38.275088791895,-84.553442303154","","in-state","census-manual-review","",""
"713ec7f7-b945-4cab-8cda-063d5d117e1b","TA Truck Service - Wildwood","556 E State Road 44, Wildwood, FL 34785","","","","","n/a","census-no-match","",""
"8e79a54d-cad6-460c-9fd5-d5d118342bd3","CAT Scale at TA Express Stony Creek","13306 St John Church Rd, Stony Creek, VA 23882","13306 ST JOHN CHURCH RD, STONY CREEK, VA, 23882","","36.978252286349,-77.395401532252","","in-state","census-manual-review","",""
"1331b4e0-334f-40ce-b89d-d92cb15d76f6","Circle K (Pelham Truck Stop)","715 Cahaba Valley Rd, Pelham, AL 35124","715 CAHABA VALLEY RD, PELHAM, AL, 35124","","33.337064171751,-86.780978229112","","in-state","census-manual-review","",""
"1b26d26d-059c-4bb0-adf1-0775ac9da1e8","Super 8 by Wyndham Corbin/London KY","171 W Cumberland Gap Pkwy, Corbin, KY 40701","","","","","n/a","census-no-match","",""
"56accaa0-eb22-413a-b887-1e6d535c08ae","CAT Scale - Pilot Travel Center #393","3712 Crabtree Rd, Waynesville, NC 28786","3712 CRABTREE RD, WAYNESVILLE, NC, 28785","","35.572100193138,-82.956754883826","","in-state","census-manual-review","",""
"366ea2a6-4116-4ce3-bc64-01fdac0dcb60","TA Express Atkins","100 Fish Lake Road, Atkins, AR 72823","100 FISHLAKE RD, ATKINS, AR, 72823","","35.221350358631,-92.82766802007","","in-state","census-manual-review","",""
"e5c73805-b895-443e-ad46-5b33992106d6","Pilot Travel Center #90","7300 Okeechobee Rd, Fort Pierce, FL 34945","","","","","n/a","census-no-match","",""
"383a91a5-b35c-448c-ac46-a2204f600caa","TA Truck Service #349 (Petro Kingston Springs)","162 Luyben Hills Rd, Kingston Springs, TN 37082","162 LUYBEN HILLS RD, KINGSTON SPRINGS, TN, 37082","","36.081908598358,-87.096035905321","","in-state","census-manual-review","",""
"9691fa24-7dec-48e1-83f0-6c8549f85d40","CAT Scale at Pilot Fort Pierce","7300 Okeechobee Rd, Fort Pierce, FL 34945","","","","","n/a","census-no-match","",""
"bc81fd4d-e85c-4de1-b213-705b1aa79e8b","CAT Scale - Flying J Travel Plaza #624 (Dade City)","29933 State Road 52, San Antonio, FL 33576","29933 STATE RD 52, SAN ANTONIO, FL, 33576","","28.325553237509,-82.322268497102","","in-state","census-manual-review","",""
"50a29c91-4d5a-429d-a8ae-bc27851fde1c","T Ricks Travel Center","4350 Highway 63 N, Hazen, AR 72064","4350 US HWY 63, HAZEN, AR, 72064","","34.814972988063,-91.566886917414","","in-state","census-manual-review","",""
"4c1a72f9-a863-484e-ae1d-600e8bd8b7a0","CAT Scale at TA Manning","3014 Paxville Hwy, Manning, SC 29102","3014 PAXVILLE HWY, MANNING, SC, 29102","","33.703695915505,-80.24219589024","","in-state","census-manual-review","",""
"d434bf32-4491-4e98-bf73-b3902abf4f8d","CAT Scale - TA Franklin #157","4400 Peytonsville Road, Franklin, TN 37064","4400 PEYTONSVILLE RD, FRANKLIN, TN, 37064","","35.85896303141,-86.82622962743","","in-state","census-manual-review","",""
"39dbba87-eb5b-4ec6-86e2-ce9a469dbed0","Love's Truck Care #495 - North Fort Myers","17308 Park 78 Dr, North Fort Myers, FL 33917","17308 PARK 78 DR, NORTH FORT MYERS, FL, 33917","","26.713675363748,-81.815939612436","","in-state","census-manual-review","",""
"d4a2a4fa-6bf3-407f-a16d-eb56851d1818","I-95 South N.C. Welcome Center","I-95 near the South Carolina state line, Rowland, NC 28383","","","","","n/a","census-no-match","",""
"14b53fd6-ea8b-4e2a-8618-128e28612212","Southern Tire Mart #330","3700 N Service Rd, West Memphis, AR 72301","","","","","n/a","census-no-match","",""
"6d944928-3079-4aef-b907-dfab87dadbb1","CAT Scale at ONE9 Travel Center Wildwood","650 GA-299, Wildwood, GA 30757","","","","","n/a","census-no-match","",""
"51cd4b66-e72d-4dfa-9502-cf04145feb19","Super 8 by Wyndham Williamsburg","30 W Hwy 92, Williamsburg, KY 40769","30 W STATE HWY 92, WILLIAMSBURG, KY, 40769","","36.726371410952,-84.162079357854","","in-state","census-manual-review","",""
"668ea41a-8085-4a27-a97e-932f7e23dbe9","Econo Lodge Erlanger - Cincinnati Airport","633 Donaldson Rd, Erlanger, KY 41018","633 DONALDSON HWY, ERLANGER, KY, 41018","","39.028816479305,-84.617009613279","","in-state","census-manual-review","",""
"91d0418b-ed0e-488a-8839-3486653ab473","Bob Sumerel Tire Company (Pomp's Tire)","1257 Cox Ave, Erlanger, KY 41018","1257 COX RD, ERLANGER, KY, 41018","","39.03938488888,-84.630932994582","","in-state","census-manual-review","",""
"9cc571cf-6f5a-47bd-8cae-b59626a344e9","CAT Scale — Charlie's Country Corner (Fick & Sons), Grayling","5800 Nelson A Miles Pkwy, Grayling, MI 49738","5800 NELSON A MILES PKWY, GRAYLING, MI, 49738","","44.600632682237,-84.712409808336","","in-state","census-manual-review","",""
"c9fe8db3-89c2-4078-9340-785683fff9cf","Best-One Tire and Service of Mid America","1021 Coca-Cola Blvd, Dayton, OH 45424","1021 COCA-COLA BLVD, DAYTON, OH, 45424","","39.874810226596,-84.053982912182","","in-state","census-manual-review","",""
"076b546a-e264-4c18-abfc-bb32380ceaf5","Motel 6 Georgetown, KY - Lexington North","401 Cherry Blossom Way, Georgetown, KY 40324","401 CHERRY BLOSSOM WAY, GEORGETOWN, KY, 40324","","38.275261825686,-84.554785595453","","in-state","census-manual-review","",""
"a7ec52fe-a86e-44a8-ae48-cd48c12b68bf","Comfort Inn & Suites Macon West","5000 Harrison Rd, Macon, GA 31206","5000 HARRISON RD, MACON, GA, 31206","","32.813640261892,-83.725462141293","","in-state","census-manual-review","",""
"7fa26b2f-a97d-4c5e-aa6f-cb992518cafe","CAT Scale at Flying J Elkton","221 Belle Hill Road, Elkton, MD 21921","221 BELLE HILL RD, ELKTON, MD, 21921","","39.635837936941,-75.806469578668","","in-state","census-manual-review","",""
"0d70ce2a-08a6-478f-a91b-b626f7086ab3","Truck Parking Club - 1290 N Monroe St (Monroe)","1290 N Monroe St, Monroe, MI 48162","1290 N MONROE ST, MONROE, MI, 48162","","41.933653618999,-83.389769073968","","in-state","census-manual-review","",""
"1f6e7f3a-9e20-4a57-8eae-d44d24a80243","Love's Travel Stop #429","130 W Trinity Ln, Nashville, TN 37207","130 W TRINITY LN, NASHVILLE, TN, 37207","","36.206200144126,-86.773257893557","","in-state","census-manual-review","",""
"b3c074e4-06a3-4cb4-b205-6ad5ddae3476","Pilot Travel Center #219","7210 Strawberry Plains Pike, Knoxville, TN 37914","7210 STRAWBERRY PLAINS PIKE, KNOXVILLE, TN, 37914","","36.000514882368,-83.777108406577","","in-state","census-manual-review","",""
"4678d9cd-6eea-460c-8d08-def9f6abec0b","Cecil College Truck Driver Training (CDL)","Elkton Station, 107 Railroad Avenue (classroom); North East Campus range, Elkton, MD 21921","107 RAILROAD AVE, ELKTON, MD, 21921","","39.61065363185,-75.832160772947","","in-state","census-manual-review","",""
"a1bc2913-40f7-469b-b03b-5ef019d5bb60","Workman's Travel Center - Ozark","3202 Pence Lane, Ozark, AR 72949","","","","","n/a","census-no-match","",""
"647347d8-57c8-4ae1-8388-cdd3897bd0bf","TA Truck Service - TA Franklin #157","4400 Peytonsville Road, Franklin, TN 37064","4400 PEYTONSVILLE RD, FRANKLIN, TN, 37064","","35.85896303141,-86.82622962743","","in-state","census-manual-review","",""
"1b16d50c-fe90-4999-9174-24b1afd5d87f","CAT Scale — London Travel Plaza (AMBEST)","15 Dogpatch Trading Center, London, KY 40741","","","","","n/a","census-no-match","",""
"e1c84a38-7da4-4597-ab5e-331b2e755297","Pilot Travel Center #187","100 Merchants Rd, Knoxville, TN 37912","100 MERCHANTS DR, KNOXVILLE, TN, 37912","","36.01130044978,-83.970120064802","","in-state","census-manual-review","",""
"6a2400d1-8053-46a5-adbb-e6a12e4cf641","CAT Scale - Pilot #293 (Ocala, SR 484)","2020 SW Highway 484, Ocala, FL 34473","2020 CO RD 484, OCALA, FL, 34473","","29.025441467641,-82.159194205299","","in-state","census-manual-review","",""
"930d8058-2612-4312-99fe-c80cc9d03e11","Pilot Travel Center #332","3300 Highway 391 N, North Little Rock, AR 72117","","","","","n/a","census-no-match","",""
"e3e4eafb-c380-443e-b595-de2d3e0d3a9b","Southern Tire Mart at Pilot #330","15559 Highway 13 S, Hurricane Mills, TN 37078","15559 HWY 13 S, HURRICANE MILLS, TN, 37078","","35.882573235335,-87.800050228094","","in-state","census-manual-review","",""
"4212adfe-4234-48bc-aa89-73a1d0ca09a8","Highway Transport Chemical Tank Wash","1500 Amherst Rd, Knoxville, TN 37909","1500 AMHERST RD, KNOXVILLE, TN, 37909","","35.955460434706,-84.014543291006","","in-state","census-manual-review","",""
